,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Jesse Lingard,11.0,eng ENG,FW,30-012,52,0,0,0,0,0,0,0,0,26,0,0,1,0.0,0.0,0.0,1,0,20,23,87.0,3,11,0,2,2
1,Lewis O'Brien,14.0,eng ENG,"LM,FW",24-074,38,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,1,0,7,9,77.8,1,8,0,2,1
2,Taiwo Awoniyi,9.0,ng NGA,LW,25-137,61,0,0,0,0,0,0,0,0,21,1,0,0,0.0,0.0,0.0,1,0,3,10,30.0,0,13,0,3,1
3,Sam Surridge,16.0,eng ENG,RW,24-152,29,0,0,0,0,1,1,0,0,7,0,0,0,0.2,0.2,0.0,0,0,4,6,66.7,1,3,0,0,0
4,Brennan Johnson,20.0,wls WAL,"RW,FW",21-218,90,0,0,0,0,1,1,0,0,27,0,0,1,0.3,0.3,0.0,1,0,8,19,42.1,1,17,0,2,0
5,Orel Mangala,5.0,be BEL,LM,24-284,62,0,0,0,0,1,0,1,0,27,1,1,0,0.1,0.1,0.0,1,0,21,22,95.5,4,16,0,1,0
6,Emmanuel Dennis,25.0,ng NGA,LW,25-042,28,0,0,0,0,1,0,0,0,16,1,0,0,0.1,0.1,0.0,2,0,4,8,50.0,1,10,2,3,3
7,Remo Freuler,23.0,ch SUI,CM,30-256,90,0,0,0,0,0,0,0,0,40,1,0,4,0.0,0.0,0.0,4,0,27,33,81.8,1,17,0,0,0
8,Ryan Yates,22.0,eng ENG,RM,25-036,90,0,0,0,0,2,1,0,0,47,2,1,1,0.1,0.1,0.0,0,0,21,34,61.8,3,20,3,2,0
9,Renan Lodi,32.0,br BRA,LB,24-263,61,0,0,0,0,0,0,0,0,41,2,1,1,0.0,0.0,0.1,1,0,19,32,59.4,1,14,1,1,0
10,Harry Toffolo,15.0,eng ENG,LB,27-130,29,0,0,0,0,1,0,0,0,20,2,0,0,0.0,0.0,0.3,2,0,9,14,64.3,0,4,0,0,0
11,Willy Boly,30.0,ci CIV,CB,31-327,90,0,0,0,0,0,0,0,0,41,2,3,3,0.0,0.0,0.0,0,0,17,27,63.0,1,19,0,0,0
12,Joe Worrall,4.0,eng ENG,CB,25-351,90,0,0,0,0,1,0,0,0,40,3,1,2,0.0,0.0,0.0,0,0,21,29,72.4,0,14,0,0,0
13,Serge Aurier,24.0,ci CIV,RB,30-003,73,0,0,0,0,0,0,0,0,62,1,0,2,0.0,0.0,0.0,0,0,40,54,74.1,0,31,3,1,1
14,Neco Williams,7.0,wls WAL,RB,21-258,17,0,0,0,0,0,0,0,0,23,1,1,1,0.0,0.0,0.1,1,0,10,19,52.6,0,6,1,1,0
15,Wayne Hennessey,13.0,wls WAL,GK,35-337,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,15,25,60.0,0,14,0,0,0
16,16 Players,,,,,990,0,0,0,0,8,3,1,0,481,17,8,16,0.8,0.8,0.5,15,0,246,364,67.6,17,217,10,18,8
