,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Didier Drogba,,ci CIV,FW,32-291,90,0,1,0,,,,0,0,,,,,,,0,,
1,Florent Malouda,,fr FRA,"FW,MF",30-197,55,0,0,0,,,,0,0,,,,,,,0,,
2,Gaël Kakuta,,cd COD,"FW,MF",19-189,35,0,0,0,,,,0,0,,,,,,,0,,
3,Salomon Kalou,,ci CIV,"FW,MF",25-144,90,0,0,0,,,,1,0,,,,,,,0,,
4,Frank Lampard,,eng ENG,MF,32-190,90,0,0,0,,,,1,0,,,,,,,0,,
5,John Obi Mikel,,ng NGA,MF,23-249,45,0,0,0,,,,0,0,,,,,,,0,,
6,Ramires,,br BRA,MF,23-278,45,0,0,0,,,,0,0,,,,,,,0,,
7,Michael Essien,,gh GHA,"DF,MF",28-024,90,0,0,0,,,,0,0,,,,,,,0,,
8,Ashley Cole,,eng ENG,DF,30-007,90,0,0,0,,,,1,0,,,,,,,0,,
9,John Terry,,eng ENG,DF,30-020,90,0,0,0,,,,0,0,,,,,,,0,,
10,Branislav Ivanović,,rs SRB,DF,26-308,90,1,0,0,,,,0,0,,,,,,,0,,
11,Paulo Ferreira,,pt POR,DF,31-343,60,0,0,0,,,,0,0,,,,,,,0,,
12,José Bosingwa,,pt POR,DF,28-125,30,0,0,0,,,,0,0,,,,,,,0,,
13,Petr Čech,,cz CZE,GK,28-221,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,1,1,0,,,,3,0,,,,,,,0,,
