,num,joueur
0,,Ian Harte
1,,Adam le Fondre
2,,Jimmy Kébé
3,,Adrian Mariappa
4,,Noel Hunt
5,,Alex Pearce
6,,Stephen Kelly
7,,Mikele Leigertwood
8,,Jobi McAnuff
9,,
10,,Jem Karacan
