,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Bobby Reid,14.0,jm JAM,FW,25-190,87,15,23,65.2,182,48,9,10,90.0,5,8,62.5,0,0,,0,0.2,0.4,2,1,0,0,1
1,Gary Madine,24.0,eng ENG,FW,27-352,3,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
2,Junior Hoilett,33.0,ca CAN,"LM,RM",28-067,90,19,26,73.1,296,89,10,12,83.3,5,6,83.3,2,3,66.7,0,0.1,0.5,1,1,0,0,1
3,Joe Ralls,8.0,eng ENG,CM,24-303,90,24,37,64.9,560,286,10,12,83.3,9,12,75.0,5,13,38.5,0,0.1,0.1,1,6,1,1,8
4,Callum Paterson,13.0,sct SCO,CM,23-302,61,11,26,42.3,173,68,5,13,38.5,5,8,62.5,0,1,0.0,0,0.1,0.0,1,3,1,0,3
5,Danny Ward,9.0,eng ENG,FW,26-243,29,2,6,33.3,38,0,1,4,25.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0
6,Nathaniel Mendez-Laing,19.0,gt GUA,RM,26-118,62,8,19,42.1,116,44,3,6,50.0,3,7,42.9,1,4,25.0,0,0.0,0.0,0,0,0,0,0
7,Josh Murphy,11.0,eng ENG,LM,23-168,28,6,10,60.0,90,26,3,3,100.0,3,6,50.0,0,1,0.0,0,1.0,0.0,2,0,0,0,2
8,Sol Bamba,22.0,ci CIV,"DM,CM",33-210,90,17,24,70.8,325,122,7,10,70.0,5,6,83.3,4,6,66.7,0,0.0,0.0,0,4,0,0,4
9,Joe Bennett,3.0,eng ENG,LB,28-136,90,28,34,82.4,468,189,12,12,100.0,12,15,80.0,2,4,50.0,0,0.0,0.0,0,4,0,0,4
10,Bruno Ecuele Manga,5.0,ga GAB,CB,30-026,90,15,20,75.0,434,125,1,1,100.0,8,9,88.9,6,10,60.0,0,0.0,0.0,0,1,1,0,1
11,Sean Morrison,4.0,eng ENG,CB,27-215,90,19,33,57.6,446,111,2,5,40.0,13,18,72.2,3,8,37.5,0,0.2,0.1,1,1,0,0,0
12,Lee Peltier,2.0,eng ENG,RB,31-243,90,18,32,56.3,310,148,6,7,85.7,10,17,58.8,1,4,25.0,0,0.0,0.0,0,3,1,0,3
13,Neil Etheridge,1.0,ph PHI,GK,28-185,90,9,37,24.3,577,551,0,0,,0,0,,9,37,24.3,0,0.0,0.0,0,1,0,0,0
14,14 Players,,,,,990,191,327,58.4,4015,1807,69,95,72.6,79,114,69.3,33,91,36.3,0,1.5,1.2,8,25,4,1,27
