,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Riyad Mahrez,26.0,dz ALG,"FW,RW",29-225,76,49,0,6,14,29,1,49,5,3,60.0,2,40.0,30,164,70,3,2,1,4,4,34,4
1,Fernandinho,25.0,br BRA,RM,35-152,14,11,0,0,10,2,0,11,1,1,100.0,0,0.0,8,53,30,1,1,0,0,0,6,0
2,Raheem Sterling,7.0,eng ENG,"LW,FW",25-300,90,45,0,4,12,30,13,45,9,6,66.7,3,33.3,34,286,142,8,2,6,3,4,33,11
3,Ferrán Torres,21.0,es ESP,RW,20-217,64,29,0,2,13,15,4,29,2,1,50.0,1,50.0,24,112,45,2,2,1,1,2,25,9
4,Bernardo Silva,20.0,pt POR,"RW,LM",26-054,26,20,0,1,7,13,2,20,2,2,100.0,0,0.0,12,145,97,3,4,0,1,0,12,5
5,Phil Foden,47.0,eng ENG,"LM,LW",20-128,90,53,0,4,19,31,11,53,8,4,50.0,4,50.0,39,321,201,10,2,5,3,1,43,11
6,Rodri,16.0,es ESP,CM,24-103,90,55,5,15,34,8,2,55,0,0,,0,,39,266,180,0,1,0,0,1,39,1
7,Kevin De Bruyne,17.0,be BEL,"RM,LM",29-097,90,64,2,6,28,32,5,64,2,1,50.0,1,50.0,39,249,183,7,2,2,3,2,41,6
8,Benjamin Mendy,22.0,fr FRA,LB,26-078,70,39,2,7,22,12,1,39,2,2,100.0,0,0.0,15,120,86,1,2,0,2,1,16,0
9,Nathan Aké,6.0,nl NED,LB,25-228,20,11,1,3,6,2,1,11,0,0,,0,,6,16,2,0,0,0,0,0,5,0
10,Aymeric Laporte,14.0,es ESP,CB,26-129,90,44,5,13,28,3,2,44,0,0,,0,,23,258,200,2,0,0,0,0,27,0
11,Rúben Dias,3.0,pt POR,CB,23-142,90,44,9,20,20,4,3,44,0,0,,0,,28,124,82,0,0,0,1,0,28,0
12,Kyle Walker,2.0,eng ENG,RB,30-128,90,62,0,15,35,16,0,62,4,2,50.0,2,50.0,26,201,102,2,2,0,0,0,24,1
13,Ederson,31.0,br BRA,GK,27-047,90,36,30,36,0,0,0,36,0,0,,0,,19,84,77,0,0,0,0,0,15,0
14,14 Players,,,,,990,562,54,132,248,197,45,562,35,22,62.9,13,37.1,342,2399,1497,39,20,15,18,15,348,48
