,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2016-08-13,15:00 ,Premier League,Matchweek 1,Sat,Home,D,1,1,Stoke City,46,"32,110",George Friend,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/a80443d6/Middlesbrough-Stoke-City-August-13-2016-Premier-League,
1,2016-08-21,13:30 ,Premier League,Matchweek 2,Sun,Away,W,2,1,Sunderland,53,"43,515",George Friend,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/8cecbb4b/Sunderland-Middlesbrough-August-21-2016-Premier-League,
3,2016-08-28,13:30 ,Premier League,Matchweek 3,Sun,Away,D,0,0,West Brom,59,"23,690",Ben Gibson,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/77cd4fac/West-Bromwich-Albion-Middlesbrough-August-28-2016-Premier-League,
4,2016-09-10,15:00 ,Premier League,Matchweek 4,Sat,Home,L,1,2,Crystal Palace,58,"30,551",George Friend,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/460cc0d3/Middlesbrough-Crystal-Palace-September-10-2016-Premier-League,
5,2016-09-17,17:30 ,Premier League,Matchweek 5,Sat,Away,L,1,3,Everton,48,"39,074",George Friend,4-2-3-1,Lee Mason,https://fbref.com/en/matches/5a03c66a/Everton-Middlesbrough-September-17-2016-Premier-League,
6,2016-09-24,15:00 ,Premier League,Matchweek 6,Sat,Home,L,1,2,Tottenham,42,"32,703",George Friend,4-2-3-1,Graham Scott,https://fbref.com/en/matches/4f2d1718/Middlesbrough-Tottenham-Hotspur-September-24-2016-Premier-League,
7,2016-10-01,15:00 ,Premier League,Matchweek 7,Sat,Away,D,1,1,West Ham,60,"56,945",George Friend,4-4-1-1,Niel Swarbrick,https://fbref.com/en/matches/11d1c872/West-Ham-United-Middlesbrough-October-1-2016-Premier-League,
8,2016-10-16,13:30 ,Premier League,Matchweek 8,Sun,Home,L,0,1,Watford,64,"28,131",George Friend,4-2-3-1,Roger East,https://fbref.com/en/matches/09cc220e/Middlesbrough-Watford-October-16-2016-Premier-League,
9,2016-10-22,15:00 ,Premier League,Matchweek 9,Sat,Away,D,0,0,Arsenal,25,"59,982",George Friend,4-5-1,Mike Dean,https://fbref.com/en/matches/bdbf5bba/Arsenal-Middlesbrough-October-22-2016-Premier-League,
10,2016-10-29,15:00 ,Premier League,Matchweek 10,Sat,Home,W,2,0,Bournemouth,40,"29,600",George Friend,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/8edab051/Middlesbrough-Bournemouth-October-29-2016-Premier-League,
11,2016-11-05,15:00 ,Premier League,Matchweek 11,Sat,Away,D,1,1,Manchester City,29,"54,294",George Friend,4-5-1,Kevin Friend,https://fbref.com/en/matches/7042ceb9/Manchester-City-Middlesbrough-November-5-2016-Premier-League,
