,num,joueur
0,5,Robin Koch
1,6,Liam Cooper
2,9,Patrick Bamford
3,11,Tyler Roberts
4,15,Stuart Dallas
5,17,Hélder Costa
6,22,Jack Harrison
7,23,Kalvin Phillips
8,43,Mateusz Klich
9,,
10,25,Elia Caprile
