,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Marouane Chamakh,,ma MAR,FW,26-321,90,1,1,0,,,,1,0,,,,,,,0,,
1,Andrey Arshavin,,ru RUS,"FW,MF",29-182,84,1,1,0,,,,0,0,,,,,,,0,,
2,Kieran Gibbs,,eng ENG,"DF,MF",21-062,6,0,0,0,,,,0,0,,,,,,,0,,
3,Tomáš Rosický,,cz CZE,MF,30-054,89,0,1,0,,,,0,0,,,,,,,0,,
4,Johan Djourou,,ch SUI,DF,23-313,1,0,0,0,,,,0,0,,,,,,,0,,
5,Samir Nasri,,fr FRA,"FW,MF",23-154,84,1,0,0,,,,0,0,,,,,,,0,,
6,Denílson,,br BRA,MF,22-284,6,0,0,0,,,,0,0,,,,,,,0,,
7,Jack Wilshere,,eng ENG,MF,18-330,90,1,0,0,,,,0,0,,,,,,,0,,
8,Alexandre Song,,cm CMR,"DF,MF",23-079,90,0,0,0,,,,0,0,,,,,,,0,,
9,Gaël Clichy,,fr FRA,DF,25-124,90,0,0,0,,,,0,0,,,,,,,0,,
10,Laurent Koscielny,,fr FRA,DF,25-078,90,0,0,0,,,,0,0,,,,,,,0,,
11,Sébastien Squillaci,,fr FRA,DF,30-108,90,0,0,0,,,,0,0,,,,,,,0,,
12,Bacary Sagna,,fr FRA,DF,27-286,90,0,0,0,,,,0,0,,,,,,,0,,
13,Łukasz Fabiański,,pl POL,GK,25-223,90,0,1,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,4,4,0,,,,1,0,,,,,,,0,,
