,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Chris Wood,39.0,nz NZL,FW,31-060,72,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1,Sam Surridge,16.0,eng ENG,FW,24-192,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Brennan Johnson,20.0,wls WAL,"RW,FW",21-258,90,2,1,1,0,1,0,1,0.0,1,4,0,4,0,2,1,0
3,Morgan Gibbs-White,10.0,eng ENG,AM,23-009,90,1,0,0,0,1,0,1,0.0,1,1,0,1,1,2,0,0
4,Orel Mangala,5.0,be BEL,LM,24-324,45,2,2,1,1,0,2,2,100.0,0,1,0,1,2,4,0,0
5,Serge Aurier,24.0,ci CIV,RB,30-043,45,3,1,0,3,0,1,1,100.0,0,0,0,0,2,5,1,0
6,Remo Freuler,23.0,ch SUI,"DM,CM",30-296,90,4,1,4,0,0,1,2,50.0,1,2,0,2,5,9,0,0
7,Danilo,28.0,br BRA,RM,21-282,45,2,2,0,2,0,0,3,0.0,3,2,1,1,0,2,0,0
8,Jack Colback,8.0,eng ENG,DM,33-104,45,3,2,2,1,0,1,1,100.0,0,1,0,1,0,3,0,0
9,Renan Lodi,32.0,br BRA,LB,24-303,90,2,1,2,0,0,2,3,66.7,1,1,0,1,2,4,3,0
10,Scott McKenna,26.0,sct SCO,CB,26-085,90,1,1,0,1,0,1,2,50.0,1,2,1,1,0,1,7,0
11,Willy Boly,30.0,ci CIV,CB,32-002,90,3,3,3,0,0,2,3,66.7,1,1,1,0,1,4,9,0
12,Neco Williams,7.0,wls WAL,"RB,LW",21-298,89,3,3,2,1,0,2,2,100.0,0,2,0,2,2,5,4,0
13,André Ayew,34.0,gh GHA,LW,33-050,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
14,Keylor Navas,12.0,cr CRC,GK,36-052,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
15,15 Players,,,,,990,26,17,15,9,2,12,21,57.1,9,17,3,14,15,41,27,0
