,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,David McGoldrick,17.0,ie IRL,"LM,FW",32-297,30,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,50.0
1,Ethan Ampadu,22.0,wls WAL,CB,20-007,60,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0
2,Oliver Burke,14.0,sct SCO,FW,23-167,90,0,0,0,3,2,0,0,0,0,0,0,0,1,3,9,25.0
3,John Fleck,4.0,sct SCO,"LM,CM",29-028,62,0,0,0,1,0,0,0,1,1,0,0,0,4,0,1,0.0
4,Ben Osborn,23.0,eng ENG,LM,26-047,28,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,
5,Sander Berge,8.0,no NOR,CM,22-220,90,0,0,0,1,2,0,0,1,1,0,0,0,5,2,1,66.7
6,John Lundstram,7.0,eng ENG,"CM,RM",26-216,90,1,0,0,2,1,0,9,1,0,0,0,0,3,1,0,100.0
7,Enda Stevens,3.0,ie IRL,"LB,WB",30-074,90,0,0,0,0,0,0,1,2,0,0,0,0,4,1,2,33.3
8,George Baldock,2.0,gr GRE,"RB,WB",27-196,90,0,0,0,1,1,0,2,1,1,0,0,0,4,1,3,25.0
9,Jack O'Connell,5.0,eng ENG,CB,26-176,90,0,0,0,0,0,0,0,1,0,0,0,0,3,4,4,50.0
10,John Egan,12.0,ie IRL,CB,27-337,11,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,
11,Chris Basham,6.0,eng ENG,"RM,CB",32-063,67,0,0,0,2,3,0,0,0,1,1,0,0,4,3,3,50.0
12,Oliver McBurnie,9.0,sct SCO,"RM,FW",24-109,23,0,0,0,0,1,0,0,0,0,0,0,0,0,6,7,46.2
13,Aaron Ramsdale,1.0,eng ENG,GK,22-130,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
14,14 Players,,,,,911,1,1,0,13,12,0,14,7,6,1,0,0,31,22,32,40.7
