,num,joueur
0,,Johan Elmander
1,,Matthew Taylor
2,,Sam Ricketts
3,,Lee Chung-yong
4,,Zat Knight
5,,Gary Cahill
6,,Paul Robinson
7,,Stuart Holden
8,,Fabrice Muamba
9,,
10,,Ádám Bogdán
