,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Hugo Rodallega,,co COL,FW,25-104,90,0,0,0,,,,0,0,,,,,,,0,,
1,Charles N'Zogbia,,fr FRA,"DF,FW",24-162,90,1,0,0,,,,0,0,,,,,,,0,,
2,Mohamed Diamé,,sn SEN,MF,23-145,81,0,0,0,,,,1,0,,,,,,,0,,
3,Franco Di Santo,,ar ARG,FW,21-213,9,0,0,0,,,,0,0,,,,,,,0,,
4,Jordi Gómez,,es ESP,MF,25-166,90,0,0,0,,,,0,0,,,,,,,0,,
5,Ronnie Stam,,nl NED,"DF,MF",26-141,67,0,0,0,,,,0,0,,,,,,,0,,
6,Mauro Boselli,,ar ARG,FW,25-168,23,0,0,0,,,,0,0,,,,,,,0,,
7,Hendry Thomas,,hn HON,MF,25-256,90,0,0,0,,,,0,0,,,,,,,0,,
8,Maynor Figueroa,,hn HON,DF,27-188,90,0,0,0,,,,0,0,,,,,,,0,,
9,Antolín Alcaraz,,py PAR,DF,28-099,90,0,0,0,,,,0,0,,,,,,,0,,
10,Gary Caldwell,,sct SCO,"DF,MF",28-208,90,0,0,0,,,,0,0,,,,,,,0,,
11,Steve Gohouri,,ci CIV,DF,29-271,90,0,0,0,,,,1,0,,,,,,,0,,
12,Ali Al-Habsi,,om OMA,GK,28-311,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,1,0,0,,,,2,0,,,,,,,0,,
