,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Kai Havertz,29.0,de GER,"FW,AM",23-218,88,0,0,0,4,1,2,1,0,1,0,0,0,2,4,1,80.0
1,César Azpilicueta,28.0,es ESP,RB,33-140,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
2,Mason Mount,19.0,eng ENG,"LW,LM",24-005,90,0,0,0,0,2,0,4,1,0,0,0,0,2,3,2,60.0
3,Hakim Ziyech,22.0,ma MAR,RW,29-302,88,0,0,0,2,3,1,13,1,4,0,0,0,7,0,0,
4,Mateo Kovačić,8.0,hr CRO,"CM,RW",28-254,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,Carney Chukwuemeka,30.0,eng ENG,AM,19-087,62,0,0,0,0,0,0,2,2,1,0,0,0,3,1,1,50.0
6,Pierre-Emerick Aubameyang,9.0,ga GAB,FW,33-211,28,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,50.0
7,Jorginho,5.0,it ITA,"DM,CM",31-026,90,1,0,0,2,1,0,0,0,2,0,0,0,9,0,1,0.0
8,Conor Gallagher,23.0,eng ENG,"DM,RM",22-343,90,1,0,0,1,6,0,5,0,3,0,0,0,5,2,6,25.0
9,Lewis Hall,67.0,eng ENG,LB,18-129,77,0,0,0,0,0,0,2,0,2,0,0,0,3,2,1,66.7
10,Kalidou Koulibaly,26.0,sn SEN,LB,31-209,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
11,Benoît Badiashile,4.0,fr FRA,CB,21-295,90,0,0,0,0,1,0,0,0,2,0,0,0,6,6,2,75.0
12,Thiago Silva,6.0,br BRA,CB,38-115,90,0,0,0,0,1,0,1,1,1,0,0,0,6,6,0,100.0
13,Trevoh Chalobah,14.0,eng ENG,"RB,CB",23-194,90,0,0,0,0,2,0,0,2,2,0,0,0,4,4,1,80.0
14,Kepa Arrizabalaga,1.0,es ESP,GK,28-104,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
15,15 Players,,,,,990,2,0,0,10,17,3,28,7,18,0,0,0,51,31,16,66.0
