,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Chris Wood,11.0,nz NZL,FW,27-043,90,34,0,1,15,18,3,34,0,0,,0,,17,39,23,0,0,0,4,0,28,10
1,Ashley Barnes,10.0,eng ENG,FW,29-081,90,30,0,0,12,18,6,30,2,0,0.0,2,100.0,15,57,8,0,1,1,4,2,25,6
2,Dwight McNeil,31.0,eng ENG,LM,19-058,90,37,0,1,12,24,1,37,4,2,50.0,2,50.0,21,115,35,1,2,0,1,2,23,1
3,Jack Cork,4.0,eng ENG,CM,29-208,90,56,0,9,34,13,2,56,2,1,50.0,1,50.0,18,54,23,0,1,0,1,1,25,0
4,Ashley Westwood,18.0,eng ENG,CM,28-293,90,70,2,9,45,16,0,70,3,1,33.3,2,66.7,19,61,21,1,0,0,2,0,33,4
5,Jeff Hendrick,13.0,ie IRL,RM,26-353,90,44,0,9,15,20,3,44,1,0,0.0,1,100.0,20,88,27,1,1,0,3,3,28,5
6,Charlie Taylor,3.0,eng ENG,LB,25-123,90,55,3,17,23,15,0,55,2,1,50.0,1,50.0,13,79,10,0,1,0,0,0,21,1
7,Ben Mee,6.0,eng ENG,CB,29-120,90,48,8,33,12,3,3,48,0,0,,0,,13,31,8,0,0,0,0,0,15,0
8,James Tarkowski,5.0,eng ENG,CB,26-061,90,38,4,12,25,2,1,38,0,0,,0,,10,40,31,0,0,0,0,0,9,0
9,Phil Bardsley,26.0,sct SCO,RB,33-205,90,46,4,12,24,10,1,46,0,0,,0,,17,87,61,0,0,0,0,0,24,1
10,Tom Heaton,1.0,eng ENG,GK,32-279,90,29,21,27,2,0,0,29,0,0,,0,,10,106,85,0,0,0,0,0,6,0
11,11 Players,,,,,990,487,42,130,219,139,20,487,14,5,35.7,9,64.3,173,757,332,3,6,1,15,8,237,28
