,num,joueur
0,,Christopher Samba
1,,Phil Jones
2,,Brett Emerton
3,,Roque Santa Cruz
4,,Gaël Givet
5,,Míchel Salgado
6,,Martin Olsson
7,,Jermaine Jones
8,,David Dunn
9,,
10,,Mark Bunn
