,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Robin van Persie,,nl NED,FW,27-282,90,1,0,0,,,,0,0,,,,,,,0,,
1,Andrey Arshavin,,ru RUS,"FW,MF",29-351,61,0,0,0,,,,0,0,,,,,,,0,,
2,Nicklas Bendtner,,dk DEN,FW,23-119,29,0,0,0,,,,1,0,,,,,,,0,,
3,Theo Walcott,,eng ENG,"FW,MF",22-060,90,0,0,0,,,,0,0,,,,,,,0,,
4,Aaron Ramsey,,wls WAL,MF,20-140,90,0,0,0,,,,0,0,,,,,,,0,,
5,Jack Wilshere,,eng ENG,MF,19-134,90,0,0,0,,,,0,0,,,,,,,0,,
6,Alexandre Song,,cm CMR,"DF,MF",23-248,90,0,0,0,,,,0,0,,,,,,,0,,
7,Kieran Gibbs,,eng ENG,"DF,MF",21-231,90,0,0,0,,,,0,0,,,,,,,0,,
8,Thomas Vermaelen,,be BEL,DF,25-182,90,0,0,0,,,,0,0,,,,,,,0,,
9,Sébastien Squillaci,,fr FRA,DF,30-277,45,0,0,0,,,,0,0,,,,,,,0,,
10,Marouane Chamakh,,ma MAR,FW,27-125,45,0,0,0,,,,0,0,,,,,,,0,,
11,Bacary Sagna,,fr FRA,DF,28-090,90,0,0,0,,,,0,0,,,,,,,0,,
12,Wojciech Szczęsny,,pl POL,GK,21-027,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,1,0,0,,,,1,0,,,,,,,0,,
