,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Hal Robson-Kanu,4.0,wls WAL,FW,31-363,88,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
1,Mbaye Diagne,17.0,sn SEN,FW,29-203,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Matheus Pereira,12.0,pt POR,FW,25-014,90,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
3,Ainsley Maitland-Niles,30.0,eng ENG,LM,23-263,68,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,3,0
4,Grady Diangana,11.0,cd COD,"LM,RM",23-030,22,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
5,Okay Yokuşlu,35.0,tr TUR,CM,27-071,84,0,0,0,0,0,0,0,,0,2,1,1,3,3,4,0
6,Karlan Grant,29.0,eng ENG,"LM,CM",23-243,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
7,Conor Gallagher,18.0,eng ENG,CM,21-102,90,3,2,0,1,2,3,5,60.0,2,3,1,2,1,4,2,0
8,Matt Phillips,10.0,sct SCO,"RM,CM",30-067,90,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,3,0
9,Conor Townsend,14.0,eng ENG,LB,28-076,90,2,2,2,0,0,1,1,100.0,0,0,0,0,0,2,0,0
10,Kyle Bartley,5.0,eng ENG,CB,29-362,90,3,1,0,1,2,3,3,100.0,0,2,1,1,2,5,4,0
11,Semi Ajayi,6.0,ng NGA,CB,27-191,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,5,0
12,Darnell Furlong,2.0,eng ENG,RB,25-200,90,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,1,0
13,Sam Johnstone,1.0,eng ENG,GK,28-055,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,10,5,2,4,4,9,14,64.3,5,11,3,8,12,22,22,0
