,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Diego Costa,29.0,es ESP,FW,34-200,88,9,14,64.3,138,28,5,8,62.5,4,5,80.0,0,0,,0,0.1,0.0,1,0,1,0,2
1,Nathan Collins,4.0,ie IRL,CB,21-360,2,1,1,100.0,28,27,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
2,Matheus Cunha,12.0,br BRA,FW,23-333,67,3,4,75.0,22,1,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
3,João Gomes,35.0,br BRA,"FW,CM",22-072,23,3,6,50.0,38,32,2,3,66.7,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0
4,Matheus Nunes,27.0,pt POR,LM,24-241,88,18,20,90.0,304,22,8,8,100.0,9,9,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,2
5,Pedro Neto,7.0,pt POR,FW,23-047,2,1,1,100.0,8,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
6,Mario Lemina,5.0,ga GAB,CM,29-236,90,15,21,71.4,265,27,7,9,77.8,6,6,100.0,2,5,40.0,0,0.0,0.0,0,0,0,0,2
7,Rúben Neves,8.0,pt POR,CM,26-043,90,39,53,73.6,917,293,10,12,83.3,17,18,94.4,12,21,57.1,0,0.1,0.1,2,5,0,0,4
8,Hwang Hee-chan,11.0,kr KOR,RM,27-089,78,7,12,58.3,108,15,3,4,75.0,4,7,57.1,0,0,,0,0.0,0.0,0,0,0,0,1
9,Adama Traoré,37.0,es ESP,"RM,FW",27-090,12,0,2,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
10,Hugo Bueno,64.0,es ESP,LB,20-219,78,30,41,73.2,469,152,20,23,87.0,6,10,60.0,4,6,66.7,0,0.3,0.1,2,1,1,1,1
11,Toti Gomes,24.0,pt POR,LB,24-099,12,1,5,20.0,31,27,0,3,0.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1
12,Max Kilman,23.0,eng ENG,CB,25-337,90,47,54,87.0,1091,351,11,13,84.6,27,29,93.1,9,12,75.0,0,0.0,0.0,0,1,0,0,2
13,Craig Dawson,15.0,eng ENG,CB,32-354,90,37,47,78.7,905,368,11,13,84.6,17,21,81.0,9,12,75.0,0,0.0,0.0,0,7,1,0,6
14,Nélson Semedo,22.0,pt POR,RB,29-160,90,26,39,66.7,438,125,13,16,81.3,12,15,80.0,1,5,20.0,0,0.0,0.0,0,0,0,0,1
15,José Sá,1.0,pt POR,GK,30-098,90,16,29,55.2,380,201,5,5,100.0,8,8,100.0,3,16,18.8,0,0.0,0.0,0,0,0,0,0
16,16 Players,,,,,990,253,349,72.5,5142,1669,99,123,80.5,112,133,84.2,42,79,53.2,0,0.5,0.3,5,15,3,1,22
