,num,joueur
0,,Leon Britton
1,,Ashley Williams
2,,Michu
3,,Àngel Rangel
4,,Nathan Dyer
5,,Ben Davies
6,,Wayne Routledge
7,,Jonathan de Guzmán
8,,Danny Graham
9,,
10,,Gerhard Tremmel
