,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Harry Kane,10.0,eng ENG,FW,27-250,90,0,0,0,1,0,1,0,0,0,0,0,0,3,3,1,75.0
1,Carlos Vinícius,45.0,br BRA,FW,26-010,45,0,0,0,1,0,1,1,2,0,0,0,0,1,1,2,33.3
2,Son Heung-min,7.0,kr KOR,"LW,FW",28-270,45,0,0,0,0,2,1,2,0,1,0,0,0,5,0,0,
3,Lucas Moura,27.0,br BRA,LM,28-234,63,0,0,0,2,3,0,2,1,1,0,0,0,4,0,1,0.0
4,Érik Lamela,11.0,ar ARG,RW,29-031,27,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,
5,Pierre Højbjerg,5.0,dk DEN,"CM,DM",25-242,90,0,0,0,0,1,0,0,1,1,0,0,0,6,3,1,75.0
6,Tanguy Ndombele,28.0,fr FRA,"CM,LM,DM",24-097,90,0,0,0,2,2,0,0,0,1,0,0,0,6,0,0,
7,Giovani Lo Celso,18.0,ar ARG,RM,24-360,87,1,0,0,1,0,0,2,1,1,0,0,0,4,1,0,100.0
8,Gareth Bale,9.0,wls WAL,AM,31-262,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
9,Sergio Reguilón,3.0,es ESP,LB,24-109,90,0,0,0,2,0,0,6,2,1,0,0,0,4,3,2,60.0
10,Joe Rodon,14.0,wls WAL,CB,23-164,90,0,0,0,1,2,0,0,6,1,0,0,0,3,6,3,66.7
11,Davinson Sánchez,6.0,co COL,CB,24-296,90,0,0,0,1,0,0,0,0,1,0,0,0,7,1,1,50.0
12,Japhet Tanganga,25.0,eng ENG,RB,22-004,90,1,0,0,2,0,0,1,1,0,0,0,0,6,4,5,44.4
13,Hugo Lloris,1.0,fr FRA,GK,34-099,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
14,14 Players,,,,,990,2,0,0,14,13,3,14,14,8,0,0,0,53,23,17,57.5
