,num,joueur
0,,Lee Bowyer
1,,Stephen Carr
2,,Sebastian Larsson
3,,Cameron Jerome
4,,Scott Dann
5,,Barry Ferguson
6,,James McFadden
7,,Craig Gardner
8,,Liam Ridgewell
9,,
10,,Maik Taylor
