,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2021-08-14,15:00 ,Premier League,Matchweek 1,Sat,Away,W,2,1,Burnley,1.0,1.5,63,"16,910",Lewis Dunk,4-1-4-1,David Coote,https://fbref.com/en/matches/4eb36e37/Burnley-Brighton-and-Hove-Albion-August-14-2021-Premier-League,
1,2021-08-21,17:30 ,Premier League,Matchweek 2,Sat,Home,W,2,0,Watford,1.3,0.5,56,"29,485",Lewis Dunk,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/072af2f8/Brighton-and-Hove-Albion-Watford-August-21-2021-Premier-League,
3,2021-08-28,15:00 ,Premier League,Matchweek 3,Sat,Home,L,0,2,Everton,0.7,1.4,65,"30,548",Lewis Dunk,3-4-3,Jonathan Moss,https://fbref.com/en/matches/ec8b667a/Brighton-and-Hove-Albion-Everton-August-28-2021-Premier-League,
4,2021-09-11,15:00 ,Premier League,Matchweek 4,Sat,Away,W,1,0,Brentford,0.3,0.4,59,"16,518",Lewis Dunk,3-4-1-2,Graham Scott,https://fbref.com/en/matches/19a03697/Brentford-Brighton-and-Hove-Albion-September-11-2021-Premier-League,
5,2021-09-19,14:00 ,Premier League,Matchweek 5,Sun,Home,W,2,1,Leicester City,1.7,1.6,37,"31,078",Lewis Dunk,4-4-2,Stuart Attwell,https://fbref.com/en/matches/723f5105/Brighton-and-Hove-Albion-Leicester-City-September-19-2021-Premier-League,
7,2021-09-27,20:00 ,Premier League,Matchweek 6,Mon,Away,D,1,1,Crystal Palace,0.8,1.4,53,"22,975",Lewis Dunk,3-4-3,Andre Marriner,https://fbref.com/en/matches/3d7659fc/Crystal-Palace-Brighton-and-Hove-Albion-September-27-2021-Premier-League,
8,2021-10-02,17:30 ,Premier League,Matchweek 7,Sat,Home,D,0,0,Arsenal,1.1,0.4,58,"31,266",Lewis Dunk,3-5-2,Jonathan Moss,https://fbref.com/en/matches/cdaded7b/Brighton-and-Hove-Albion-Arsenal-October-2-2021-Premier-League,
9,2021-10-16,15:00 ,Premier League,Matchweek 8,Sat,Away,D,0,0,Norwich City,0.8,1.2,64,"26,777",Lewis Dunk,3-5-2,Peter Bankes,https://fbref.com/en/matches/bc0a1eb5/Norwich-City-Brighton-and-Hove-Albion-October-16-2021-Premier-League,
10,2021-10-23,17:30 ,Premier League,Matchweek 9,Sat,Home,L,1,4,Manchester City,1.3,3.8,48,"31,215",Lewis Dunk,3-5-2,Kevin Friend,https://fbref.com/en/matches/dc93611c/Brighton-and-Hove-Albion-Manchester-City-October-23-2021-Premier-League,
12,2021-10-30,15:00 ,Premier League,Matchweek 10,Sat,Away,D,2,2,Liverpool,1.0,1.5,42,"52,598",Lewis Dunk,4-2-3-1,Mike Dean,https://fbref.com/en/matches/c68998b5/Liverpool-Brighton-and-Hove-Albion-October-30-2021-Premier-League,
