,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2010-08-14,,Premier League,Matchweek 1,Sat,Home,L,0,4,Blackpool,,"16,152",,4-5-1,Mark Halsey,https://fbref.com/en/matches/b82a0d38/Wigan-Athletic-Blackpool-August-14-2010-Premier-League,
1,2010-08-21,,Premier League,Matchweek 2,Sat,Home,L,0,6,Chelsea,,"14,476",,4-5-1,Mike Dean,https://fbref.com/en/matches/f615fdc2/Wigan-Athletic-Chelsea-August-21-2010-Premier-League,
2,2010-08-28,,Premier League,Matchweek 3,Sat,Away,W,1,0,Tottenham,,"35,101",,4-5-1,Phil Dowd,https://fbref.com/en/matches/2fc833d9/Tottenham-Hotspur-Wigan-Athletic-August-28-2010-Premier-League,
3,2010-09-11,,Premier League,Matchweek 4,Sat,Home,D,1,1,Sunderland,,"15,844",,4-1-4-1,Andre Marriner,https://fbref.com/en/matches/8e203f4d/Wigan-Athletic-Sunderland-September-11-2010-Premier-League,
4,2010-09-19,,Premier League,Matchweek 5,Sun,Home,L,0,2,Manchester City,,"15,525",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/286abc0e/Wigan-Athletic-Manchester-City-September-19-2010-Premier-League,
5,2010-09-25,,Premier League,Matchweek 6,Sat,Away,D,0,0,Birmingham City,,"22,186",,4-5-1,Mark Clattenburg,https://fbref.com/en/matches/c414c46e/Birmingham-City-Wigan-Athletic-September-25-2010-Premier-League,
6,2010-10-02,,Premier League,Matchweek 7,Sat,Home,W,2,0,Wolves,,"14,042",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/8eb90cba/Wigan-Athletic-Wolverhampton-Wanderers-October-2-2010-Premier-League,
7,2010-10-16,,Premier League,Matchweek 8,Sat,Away,D,2,2,Newcastle Utd,,"44,415",,4-2-3-1,Mark Halsey,https://fbref.com/en/matches/90291e48/Newcastle-United-Wigan-Athletic-October-16-2010-Premier-League,
8,2010-10-23,,Premier League,Matchweek 9,Sat,Home,D,1,1,Bolton,,"17,100",,4-4-1-1,Howard Webb,https://fbref.com/en/matches/87f51d01/Wigan-Athletic-Bolton-Wanderers-October-23-2010-Premier-League,
9,2010-10-30,,Premier League,Matchweek 10,Sat,Away,L,0,2,Fulham,,"25,448",,4-3-3,Andre Marriner,https://fbref.com/en/matches/79287e37/Fulham-Wigan-Athletic-October-30-2010-Premier-League,
10,2010-11-06,,Premier League,Matchweek 11,Sat,Away,L,1,2,Blackburn,,"24,413",,4-1-4-1,Kevin Friend,https://fbref.com/en/matches/cbb82fa4/Blackburn-Rovers-Wigan-Athletic-November-6-2010-Premier-League,
11,2010-11-10,,Premier League,Matchweek 12,Wed,Home,D,1,1,Liverpool,,"16,754",,4-1-4-1,Peter Walton,https://fbref.com/en/matches/9c5365bf/Wigan-Athletic-Liverpool-November-10-2010-Premier-League,
12,2010-11-13,,Premier League,Matchweek 13,Sat,Home,W,1,0,West Brom,,"16,085",,4-1-4-1,Anthony Taylor,https://fbref.com/en/matches/1a0ec060/Wigan-Athletic-West-Bromwich-Albion-November-13-2010-Premier-League,
13,2010-11-20,,Premier League,Matchweek 14,Sat,Away,L,0,2,Manchester Utd,,"74,181",,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/1a42c3dc/Manchester-United-Wigan-Athletic-November-20-2010-Premier-League,
14,2010-11-27,,Premier League,Matchweek 15,Sat,Away,L,1,3,West Ham,,"34,178",,4-1-4-1,Mark Halsey,https://fbref.com/en/matches/7941996e/West-Ham-United-Wigan-Athletic-November-27-2010-Premier-League,
