,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Michail Antonio,9.0,jm JAM,FW,31-342,90,30,0,0,19,12,3,30,3,0,0.0,3,100.0,21,166,87,3,3,1,3,0,25,10
1,Pablo Fornals,8.0,es ESP,"FW,RM",26-011,89,50,2,12,28,11,3,50,1,1,100.0,0,0.0,32,127,72,1,0,1,4,0,28,4
2,Daniel Chesters,51.0,eng ENG,RM,19-335,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
3,Nikola Vlašić,11.0,hr CRO,LM,24-152,60,22,0,4,12,6,3,22,2,1,50.0,1,50.0,14,74,33,1,0,1,2,0,13,4
4,Mark Noble,16.0,eng ENG,CM,34-301,30,26,1,7,17,2,0,26,0,0,,0,,17,59,16,0,0,0,0,0,18,0
5,Manuel Lanzini,10.0,ar ARG,"CM,FW",29-018,90,49,2,23,20,7,1,49,4,4,100.0,0,0.0,31,124,59,2,0,0,1,0,27,4
6,Tomáš Souček,28.0,cz CZE,CM,27-006,90,49,4,23,23,4,1,49,0,0,,0,,20,104,19,1,0,0,2,0,20,1
7,Jarrod Bowen,20.0,eng ENG,RM,25-075,52,18,0,6,6,7,3,18,0,0,,0,,13,122,50,2,1,0,2,3,9,1
8,Saïd Benrahma,22.0,dz ALG,"LM,RM",26-207,38,24,1,6,5,13,2,24,2,0,0.0,2,100.0,16,88,20,1,1,1,1,0,14,4
9,Aaron Cresswell,3.0,eng ENG,LB,32-080,90,59,3,22,27,10,0,59,1,0,0.0,1,100.0,34,108,50,0,0,0,1,0,28,1
10,Kurt Zouma,4.0,fr FRA,CB,27-129,90,45,15,37,8,0,0,45,1,0,0.0,1,100.0,22,56,9,0,0,0,0,0,20,0
11,Craig Dawson,15.0,eng ENG,CB,31-303,90,34,18,28,5,1,0,34,0,0,,0,,12,30,9,0,0,0,0,0,8,0
12,Ben Johnson,31.0,eng ENG,RB,22-040,90,37,5,19,15,3,1,37,0,0,,0,,22,87,49,1,0,0,1,0,18,2
13,Łukasz Fabiański,1.0,pl POL,GK,36-321,90,36,32,36,0,0,0,36,0,0,,0,,27,205,84,0,0,0,0,0,18,0
14,14 Players,,,,,990,479,83,223,185,76,17,479,14,6,42.9,8,57.1,281,1350,557,12,5,4,17,3,246,31
