,num,joueur
0,,Petr Čech
1,,Gary Cahill
2,,Raul Meireles
3,,Ashley Cole
4,,Didier Drogba
5,,Branislav Ivanović
6,,Ramires
7,,John Obi Mikel
8,,Frank Lampard
9,,Salomon Kalou
10,,John Terry
