,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Stéphane Sessègnon,,bj BEN,"FW,MF",27-137,78,0,0,0,,,,0,0,,,,,,,0,,
1,Connor Wickham,,eng ENG,"FW,MF",18-199,12,0,0,0,,,,0,0,,,,,,,0,,
2,Sebastian Larsson,,se SWE,MF,26-132,66,1,0,0,,,,1,0,,,,,,,0,,
3,Ji Dong-won,,kr KOR,"FW,MF",20-141,24,0,0,0,,,,0,0,,,,,,,0,,
4,Ahmed Elmohamady,,eg EGY,"DF,MF",24-037,90,0,0,0,,,,0,0,,,,,,,0,,
5,Jack Colback,,eng ENG,"DF,MF",21-357,90,0,0,0,,,,0,0,,,,,,,0,,
6,David Vaughan,,wls WAL,MF,28-240,90,0,0,0,,,,1,0,,,,,,,0,,
7,Lee Cattermole,,eng ENG,MF,23-209,86,0,0,0,,,,0,0,,,,,,,0,,
8,Craig Gardner,,eng ENG,MF,24-325,4,0,0,0,,,,0,0,,,,,,,0,,
9,Kieran Richardson,,eng ENG,"DF,MF",26-360,90,0,0,0,,,,0,0,,,,,,,0,,
10,Wes Brown,,eng ENG,DF,32-003,90,0,0,0,,,,1,0,,,,,,,0,,
11,Michael Turner,,eng ENG,DF,27-341,90,0,0,0,,,,0,0,,,,,,,0,,
12,John O'Shea,,ie IRL,"DF,MF",30-169,90,0,0,0,,,,0,0,,,,,,,0,,
13,Simon Mignolet,,be BEL,GK,23-224,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,1,0,0,,,,3,0,,,,,,,0,,
