,num,joueur
0,3,George Friend
1,4,Daniel Ayala
2,6,Ben Gibson
3,7,Grant Leadbitter
4,8,Adam Clayton
5,14,Marten de Roon
6,21,Gastón Ramírez
7,29,Rudy Gestede
8,37,Adama Traoré
9,,
10,12,Brad Guzan
