,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Harry Kane,10.0,eng ENG,FW,27-090,90,0,0,0,1,1,0,0,0,0,0,0,0,3,4,2,66.7
1,Son Heung-min,7.0,kr KOR,LW,28-110,89,0,0,0,0,2,0,4,0,0,0,0,0,6,1,2,33.3
2,Joe Rodon,14.0,wls WAL,LW,23-004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,Lucas Moura,27.0,br BRA,RW,28-074,56,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,
4,Érik Lamela,11.0,ar ARG,RW,28-236,34,0,0,0,0,0,0,4,2,1,0,0,0,1,1,1,50.0
5,Tanguy Ndombele,28.0,fr FRA,AM,23-303,78,0,0,0,0,2,0,0,1,0,0,0,0,5,0,1,0.0
6,Giovani Lo Celso,18.0,ar ARG,AM,24-200,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,Pierre Højbjerg,5.0,dk DEN,DM,25-082,90,0,0,0,0,1,0,0,1,2,0,0,0,5,2,3,40.0
8,Moussa Sissoko,17.0,fr FRA,DM,31-071,90,0,0,0,4,0,0,0,4,0,0,0,0,3,0,2,0.0
9,Ben Davies,33.0,wls WAL,LB,27-185,90,0,0,0,1,0,1,5,1,0,0,0,0,6,3,2,60.0
10,Eric Dier,15.0,eng ENG,CB,26-285,90,0,0,0,0,0,0,0,1,0,0,0,0,4,5,6,45.5
11,Toby Alderweireld,4.0,be BEL,CB,31-238,90,0,0,0,0,1,0,0,0,0,0,0,0,3,3,6,33.3
12,Matt Doherty,2.0,ie IRL,RB,28-284,90,0,0,0,0,0,0,4,2,2,0,0,0,5,7,1,87.5
13,Hugo Lloris,1.0,fr FRA,GK,33-305,90,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
14,14 Players,,,,,990,0,0,0,7,8,2,18,12,5,0,0,0,45,26,26,50.0
