,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2012-08-18,,Premier League,Matchweek 1,Sat,Home,D,1,1,Stoke City,,"23,973",,4-4-2,Kevin Friend,https://fbref.com/en/matches/2935ff37/Reading-Stoke-City-August-18-2012-Premier-League,
1,2012-08-22,,Premier League,Matchweek 3,Wed,Away,L,2,4,Chelsea,,"41,733",,4-1-4-1,Lee Mason,https://fbref.com/en/matches/140f16f5/Chelsea-Reading-August-22-2012-Premier-League,
2,2012-09-16,,Premier League,Matchweek 4,Sun,Home,L,1,3,Tottenham,,"24,160",,4-4-1-1,Howard Webb,https://fbref.com/en/matches/36093639/Reading-Tottenham-Hotspur-September-16-2012-Premier-League,
3,2012-09-22,,Premier League,Matchweek 5,Sat,Away,L,0,1,West Brom,,"23,854",,4-4-2,Chris Foy,https://fbref.com/en/matches/e33b7155/West-Bromwich-Albion-Reading-September-22-2012-Premier-League,
4,2012-09-29,,Premier League,Matchweek 6,Sat,Home,D,2,2,Newcastle Utd,,"24,097",,4-4-2,Andre Marriner,https://fbref.com/en/matches/88757925/Reading-Newcastle-United-September-29-2012-Premier-League,
5,2012-10-06,,Premier League,Matchweek 7,Sat,Away,D,2,2,Swansea City,,"20,336",,4-4-2,Mike Dean,https://fbref.com/en/matches/ae1ce2ec/Swansea-City-Reading-October-6-2012-Premier-League,
6,2012-10-20,,Premier League,Matchweek 8,Sat,Away,L,0,1,Liverpool,,"44,874",,4-5-1,Roger East,https://fbref.com/en/matches/3bd5dc1a/Liverpool-Reading-October-20-2012-Premier-League,
7,2012-10-27,,Premier League,Matchweek 9,Sat,Home,D,3,3,Fulham,,"24,093",,4-4-2,Mike Jones,https://fbref.com/en/matches/b7004a78/Reading-Fulham-October-27-2012-Premier-League,
8,2012-11-04,,Premier League,Matchweek 10,Sun,Away,D,1,1,QPR,,"16,797",,4-4-2,Michael Oliver,https://fbref.com/en/matches/d01c0b25/Queens-Park-Rangers-Reading-November-4-2012-Premier-League,
9,2012-11-10,,Premier League,Matchweek 11,Sat,Home,D,0,0,Norwich City,,"24,080",,4-4-2,Chris Foy,https://fbref.com/en/matches/c401a38f/Reading-Norwich-City-November-10-2012-Premier-League,
10,2012-11-17,,Premier League,Matchweek 12,Sat,Home,W,2,1,Everton,,"24,184",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/6e65d25c/Reading-Everton-November-17-2012-Premier-League,
11,2012-11-24,,Premier League,Matchweek 13,Sat,Away,L,2,3,Wigan Athletic,,"15,436",,4-4-2,Howard Webb,https://fbref.com/en/matches/82541912/Wigan-Athletic-Reading-November-24-2012-Premier-League,
12,2012-11-27,,Premier League,Matchweek 14,Tue,Away,L,0,1,Aston Villa,,"28,692",,4-4-2,Lee Probert,https://fbref.com/en/matches/af316f48/Aston-Villa-Reading-November-27-2012-Premier-League,
13,2012-12-01,,Premier League,Matchweek 15,Sat,Home,L,3,4,Manchester Utd,,"24,095",,4-4-2,Mark Halsey,https://fbref.com/en/matches/dcbe2720/Reading-Manchester-United-December-1-2012-Premier-League,
14,2012-12-08,,Premier League,Matchweek 16,Sat,Away,L,0,1,Southampton,,"29,331",,4-4-2,Jon Moss,https://fbref.com/en/matches/fd21f4cb/Southampton-Reading-December-8-2012-Premier-League,
15,2012-12-11,,Premier League,Matchweek 2,Tue,Away,L,0,3,Sunderland,,"37,723",,4-4-2,Neil Swarbrick,https://fbref.com/en/matches/5b3e4534/Sunderland-Reading-December-11-2012-Premier-League,
16,2012-12-17,,Premier League,Matchweek 17,Mon,Home,L,2,5,Arsenal,,"24,125",,4-4-2,Anthony Taylor,https://fbref.com/en/matches/a59451c9/Reading-Arsenal-December-17-2012-Premier-League,
17,2012-12-22,,Premier League,Matchweek 18,Sat,Away,L,0,1,Manchester City,,"47,007",,4-5-1,Mike Dean,https://fbref.com/en/matches/2dda4eeb/Manchester-City-Reading-December-22-2012-Premier-League,
18,2012-12-26,,Premier League,Matchweek 19,Wed,Home,D,0,0,Swansea City,,"24,050",,4-1-4-1,Mike Jones,https://fbref.com/en/matches/782240ac/Reading-Swansea-City-December-26-2012-Premier-League,
