,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Jesé,11.0,es ESP,FW,25-014,62,8,11,72.7,97,0,3,4,75.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
1,Peter Crouch,25.0,eng ENG,FW,37-041,28,4,8,50.0,55,9,2,5,40.0,1,2,50.0,0,0,,0,0.0,0.1,0,0,0,0,0
2,Eric Maxim Choupo-Moting,10.0,cm CMR,"LW,LM",28-354,90,12,23,52.2,140,27,7,10,70.0,3,7,42.9,0,2,0.0,0,0.3,0.2,1,0,0,0,1
3,Xherdan Shaqiri,22.0,ch SUI,"RW,RM",26-153,90,10,18,55.6,213,94,3,4,75.0,5,6,83.3,2,6,33.3,0,0.1,0.0,1,1,1,0,4
4,Badou Ndiaye,27.0,sn SEN,"LM,CM",27-136,90,19,23,82.6,365,109,7,8,87.5,7,10,70.0,3,3,100.0,0,0.0,0.0,0,2,0,0,1
5,Geoff Cameron,20.0,us USA,CM,32-244,87,14,21,66.7,257,70,5,7,71.4,6,8,75.0,2,5,40.0,0,0.0,0.0,0,1,0,0,3
6,Ramadan Sobhi,32.0,eg EGY,FW,21-048,3,1,1,100.0,31,5,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,1
7,Joe Allen,4.0,wls WAL,"RM,CM",27-363,90,18,24,75.0,235,41,8,9,88.9,6,8,75.0,1,3,33.3,0,0.0,0.0,1,0,0,0,1
8,Kostas Stafylidis,21.0,gr GRE,LB,24-100,90,27,44,61.4,458,165,9,10,90.0,12,21,57.1,3,5,60.0,0,0.0,0.0,0,0,0,0,0
9,Bruno Martins Indi,15.0,nl NED,CB,26-032,90,15,19,78.9,218,72,10,11,90.9,4,5,80.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
10,Kurt Zouma,6.0,fr FRA,CB,23-136,90,18,23,78.3,374,156,4,4,100.0,8,10,80.0,4,7,57.1,0,0.0,0.0,0,1,0,0,0
11,Moritz Bauer,2.0,at AUT,RB,26-046,90,19,26,73.1,260,117,10,11,90.9,3,7,42.9,3,5,60.0,0,0.0,0.0,0,2,0,0,1
12,Jack Butland,1.0,eng ENG,GK,25-002,90,16,41,39.0,739,658,1,1,100.0,3,3,100.0,12,36,33.3,0,0.0,0.0,0,0,0,0,0
13,13 Players,,,,,990,181,282,64.2,3442,1523,69,84,82.1,59,89,66.3,33,75,44.0,0,0.4,0.4,3,7,1,0,12
