,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2017-08-12,12:30 ,Premier League,Matchweek 1,Sat,Home,D,3,3,Liverpool,2.1,2.6,46,"20,407",Heurelho Gomes,4-3-3,Anthony Taylor,https://fbref.com/en/matches/60f6cc1d/Watford-Liverpool-August-12-2017-Premier-League,
1,2017-08-19,15:00 ,Premier League,Matchweek 2,Sat,Away,W,2,0,Bournemouth,2.4,1.0,45,"10,501",Heurelho Gomes,4-3-3,Roger East,https://fbref.com/en/matches/21fec287/Bournemouth-Watford-August-19-2017-Premier-League,
3,2017-08-26,15:00 ,Premier League,Matchweek 3,Sat,Home,D,0,0,Brighton,0.3,1.1,43,"20,181",Heurelho Gomes,4-3-3,Graham Scott,https://fbref.com/en/matches/7bd57325/Watford-Brighton-and-Hove-Albion-August-26-2017-Premier-League,
4,2017-09-09,15:00 ,Premier League,Matchweek 4,Sat,Away,W,2,0,Southampton,0.7,0.3,47,"31,435",Heurelho Gomes,4-2-3-1,Lee Probert,https://fbref.com/en/matches/bb0151f4/Southampton-Watford-September-9-2017-Premier-League,
5,2017-09-16,15:00 ,Premier League,Matchweek 5,Sat,Home,L,0,6,Manchester City,0.5,3.3,33,"20,305",Heurelho Gomes,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/f9dc0d8f/Watford-Manchester-City-September-16-2017-Premier-League,
6,2017-09-23,15:00 ,Premier League,Matchweek 6,Sat,Away,W,2,1,Swansea City,1.2,1.7,49,"20,372",Heurelho Gomes,4-2-3-1,Lee Mason,https://fbref.com/en/matches/bb4b59af/Swansea-City-Watford-September-23-2017-Premier-League,
7,2017-09-30,15:00 ,Premier League,Matchweek 7,Sat,Away,D,2,2,West Brom,1.4,1.9,65,"24,606",Troy Deeney,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/d96be99d/West-Bromwich-Albion-Watford-September-30-2017-Premier-League,
8,2017-10-14,17:30 ,Premier League,Matchweek 8,Sat,Home,W,2,1,Arsenal,1.6,1.0,46,"20,384",Heurelho Gomes,3-4-3,Niel Swarbrick,https://fbref.com/en/matches/f18931d9/Watford-Arsenal-October-14-2017-Premier-League,
9,2017-10-21,12:30 ,Premier League,Matchweek 9,Sat,Away,L,2,4,Chelsea,1.9,1.9,48,"41,467",Troy Deeney,3-4-3,Jonathan Moss,https://fbref.com/en/matches/048d192d/Chelsea-Watford-October-21-2017-Premier-League,
10,2017-10-28,15:00 ,Premier League,Matchweek 10,Sat,Home,L,0,1,Stoke City,1.2,1.1,69,"20,087",Troy Deeney,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/7834b95f/Watford-Stoke-City-October-28-2017-Premier-League,
11,2017-11-05,16:30 ,Premier League,Matchweek 11,Sun,Away,L,2,3,Everton,2.0,2.1,62,"38,609",Heurelho Gomes,4-3-3,Graham Scott,https://fbref.com/en/matches/113bc344/Everton-Watford-November-5-2017-Premier-League,
12,2017-11-19,16:00 ,Premier League,Matchweek 12,Sun,Home,W,2,0,West Ham,1.0,1.6,58,"20,018",Heurelho Gomes,3-4-3,Andre Marriner,https://fbref.com/en/matches/236c48b6/Watford-West-Ham-United-November-19-2017-Premier-League,
13,2017-11-25,15:00 ,Premier League,Matchweek 13,Sat,Away,W,3,0,Newcastle Utd,2.0,0.9,47,"52,188",Heurelho Gomes,3-4-3,Chris Kavanagh,https://fbref.com/en/matches/dfc83a02/Newcastle-United-Watford-November-25-2017-Premier-League,
14,2017-11-28,20:00 ,Premier League,Matchweek 14,Tue,Home,L,2,4,Manchester Utd,1.4,1.2,59,"20,552",Heurelho Gomes,3-5-2,Jonathan Moss,https://fbref.com/en/matches/1a4b3369/Watford-Manchester-United-November-28-2017-Premier-League,
15,2017-12-02,15:00 ,Premier League,Matchweek 15,Sat,Home,D,1,1,Tottenham,0.4,0.8,50,"20,278",Heurelho Gomes,3-4-3,Martin Atkinson,https://fbref.com/en/matches/0dbc6a97/Watford-Tottenham-Hotspur-December-2-2017-Premier-League,
16,2017-12-09,15:00 ,Premier League,Matchweek 16,Sat,Away,L,0,1,Burnley,1.1,0.5,51,"19,479",Troy Deeney,4-2-3-1,Lee Probert,https://fbref.com/en/matches/db3b2aca/Burnley-Watford-December-9-2017-Premier-League,
17,2017-12-12,20:00 ,Premier League,Matchweek 17,Tue,Away,L,1,2,Crystal Palace,1.2,1.2,47,"23,566",Troy Deeney,3-4-3,Lee Mason,https://fbref.com/en/matches/099b2800/Crystal-Palace-Watford-December-12-2017-Premier-League,
18,2017-12-16,15:00 ,Premier League,Matchweek 18,Sat,Home,L,1,4,Huddersfield,0.6,3.4,60,"20,026",Troy Deeney,3-4-3,Michael Oliver,https://fbref.com/en/matches/178a7528/Watford-Huddersfield-Town-December-16-2017-Premier-League,
19,2017-12-23,15:00 ,Premier League,Matchweek 19,Sat,Away,L,0,1,Brighton,1.5,1.1,49,"30,473",Heurelho Gomes,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/409da328/Brighton-and-Hove-Albion-Watford-December-23-2017-Premier-League,
20,2017-12-26,15:00 ,Premier League,Matchweek 20,Tue,Home,W,2,1,Leicester City,1.2,1.3,49,"20,308",Heurelho Gomes,4-3-3,Chris Kavanagh,https://fbref.com/en/matches/690be862/Watford-Leicester-City-December-26-2017-Premier-League,
21,2017-12-30,15:00 ,Premier League,Matchweek 21,Sat,Home,L,1,2,Swansea City,1.2,1.1,51,"20,002",Heurelho Gomes,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/ca2f3a1a/Watford-Swansea-City-December-30-2017-Premier-League,
22,2018-01-02,20:00 ,Premier League,Matchweek 22,Tue,Away,L,1,3,Manchester City,1.0,2.1,24,"53,556",Heurelho Gomes,4-2-3-1,Lee Mason,https://fbref.com/en/matches/1def0427/Manchester-City-Watford-January-2-2018-Premier-League,
24,2018-01-13,15:00 ,Premier League,Matchweek 23,Sat,Home,D,2,2,Southampton,2.0,0.9,56,"20,018",Heurelho Gomes,4-2-3-1,Roger East,https://fbref.com/en/matches/eb2cc880/Watford-Southampton-January-13-2018-Premier-League,
25,2018-01-20,15:00 ,Premier League,Matchweek 24,Sat,Away,L,0,2,Leicester City,0.9,1.9,46,"31,891",Troy Deeney,4-2-3-1,Lee Probert,https://fbref.com/en/matches/40e6f091/Leicester-City-Watford-January-20-2018-Premier-League,
27,2018-01-31,20:00 ,Premier League,Matchweek 25,Wed,Away,D,0,0,Stoke City,0.7,0.9,51,"27,458",Troy Deeney,4-3-3,Jonathan Moss,https://fbref.com/en/matches/4f701c0f/Stoke-City-Watford-January-31-2018-Premier-League,
28,2018-02-05,20:00 ,Premier League,Matchweek 26,Mon,Home,W,4,1,Chelsea,2.3,0.7,45,"20,157",Troy Deeney,3-4-3,Mike Dean,https://fbref.com/en/matches/92aff98f/Watford-Chelsea-February-5-2018-Premier-League,
29,2018-02-10,15:00 ,Premier League,Matchweek 27,Sat,Away,L,0,2,West Ham,0.6,1.5,63,"56,197",Troy Deeney,3-4-3,Graham Scott,https://fbref.com/en/matches/fd50c838/West-Ham-United-Watford-February-10-2018-Premier-League,
30,2018-02-24,17:30 ,Premier League,Matchweek 28,Sat,Home,W,1,0,Everton,0.6,0.8,54,"20,430",Troy Deeney,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/9b5c3c10/Watford-Everton-February-24-2018-Premier-League,
