,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Fernando Torres,,es ESP,FW,26-176,90,0,0,0,,,,0,0,,,,,,,0,,
1,Steven Gerrard,,eng ENG,MF,30-105,90,0,0,0,,,,0,0,,,,,,,0,,
2,Milan Jovanović,,rs SRB,"FW,MF",29-147,90,0,0,0,,,,0,0,,,,,,,0,,
3,Lucas Leiva,,br BRA,MF,23-246,75,0,0,0,,,,0,0,,,,,,,0,,
4,Raul Meireles,,pt POR,MF,27-179,15,0,0,0,,,,0,0,,,,,,,0,,
5,Christian Poulsen,,dk DEN,MF,30-196,90,0,0,0,,,,0,0,,,,,,,0,,
6,Maxi Rodríguez,,ar ARG,"FW,MF",29-253,90,0,0,0,,,,0,0,,,,,,,0,,
7,Paul Konchesky,,eng ENG,"DF,FW",29-120,77,0,0,0,,,,0,0,,,,,,,0,,
8,Daniel Agger,,dk DEN,DF,25-274,13,0,0,0,,,,0,0,,,,,,,0,,
9,Martin Škrtel,,sk SVK,DF,25-271,90,0,0,0,,,,0,0,,,,,,,0,,
10,Jamie Carragher,,eng ENG,"DF,MF",32-227,90,0,0,0,,,,0,0,,,,,,,0,,
11,Glen Johnson,,eng ENG,DF,26-020,90,0,0,0,,,,0,0,,,,,,,0,,
12,Pepe Reina,,es ESP,GK,28-012,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,0,0,0,,,,0,0,,,,,,,0,,
