,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2017-08-12,15:00 ,Premier League,Matchweek 1,Sat,Away,W,3,0,Crystal Palace,1.5,1.1,45,"25,448",Tommy Smith,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/2d369d17/Crystal-Palace-Huddersfield-Town-August-12-2017-Premier-League,
1,2017-08-20,13:30 ,Premier League,Matchweek 2,Sun,Home,W,1,0,Newcastle Utd,0.3,0.7,52,"24,128",Tommy Smith,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/3786388c/Huddersfield-Town-Newcastle-United-August-20-2017-Premier-League,
3,2017-08-26,15:00 ,Premier League,Matchweek 3,Sat,Home,D,0,0,Southampton,1.4,0.7,45,"23,548",Tommy Smith,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/2b22bafa/Huddersfield-Town-Southampton-August-26-2017-Premier-League,
4,2017-09-11,20:00 ,Premier League,Matchweek 4,Mon,Away,L,0,2,West Ham,0.4,1.7,56,"56,977",Tommy Smith,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/74758ffd/West-Ham-United-Huddersfield-Town-September-11-2017-Premier-League,
5,2017-09-16,15:00 ,Premier League,Matchweek 5,Sat,Home,D,1,1,Leicester City,0.7,1.3,59,"24,129",Tommy Smith,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/8b0b0397/Huddersfield-Town-Leicester-City-September-16-2017-Premier-League,
7,2017-09-23,15:00 ,Premier League,Matchweek 6,Sat,Away,D,0,0,Burnley,0.3,0.3,48,"20,759",Tommy Smith,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/6481f3d3/Burnley-Huddersfield-Town-September-23-2017-Premier-League,
8,2017-09-30,12:30 ,Premier League,Matchweek 7,Sat,Home,L,0,4,Tottenham,0.2,1.5,41,"24,169",Tommy Smith,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/f25c2561/Huddersfield-Town-Tottenham-Hotspur-September-30-2017-Premier-League,
9,2017-10-14,15:00 ,Premier League,Matchweek 8,Sat,Away,L,0,2,Swansea City,0.7,1.5,59,"20,657",Tommy Smith,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/dfe3c484/Swansea-City-Huddersfield-Town-October-14-2017-Premier-League,
10,2017-10-21,15:00 ,Premier League,Matchweek 9,Sat,Home,W,2,1,Manchester Utd,1.2,0.8,23,"24,426",Tommy Smith,4-2-3-1,Lee Mason,https://fbref.com/en/matches/155ed776/Huddersfield-Town-Manchester-United-October-21-2017-Premier-League,
11,2017-10-28,15:00 ,Premier League,Matchweek 10,Sat,Away,L,0,3,Liverpool,0.1,2.1,28,"53,268",Tommy Smith,4-5-1,Kevin Friend,https://fbref.com/en/matches/9e2f900f/Liverpool-Huddersfield-Town-October-28-2017-Premier-League,
