,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Diego Costa,19.0,es ESP,FW,27-353,90,0,0,0,0,2,0,1,0,2,4,1,0,0,0,0,0,0
1,Eden Hazard,10.0,be BEL,LW,25-261,70,0,0,0,0,2,0,0,0,0,1,1,0,1,1,0,0,0
2,Michy Batshuayi,23.0,be BEL,FW,22-358,20,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
3,Nemanja Matić,21.0,rs SRB,AM,28-054,90,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0
4,Cesc Fàbregas,4.0,es ESP,AM,29-143,54,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
5,Marcos Alonso,3.0,es ESP,"DF,MF",25-271,36,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0
6,Willian,22.0,br BRA,RW,28-046,69,0,0,0,0,1,0,0,0,1,1,0,5,2,0,0,0,0
7,Pedro,11.0,es ESP,"FW,MF",29-058,21,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
8,N'Golo Kanté,7.0,fr FRA,DM,25-179,90,0,0,0,0,0,0,0,0,2,1,0,0,3,2,0,0,0
9,César Azpilicueta,28.0,es ESP,LB,27-027,90,0,0,0,0,1,1,0,0,1,0,0,3,1,2,0,0,0
10,David Luiz,30.0,br BRA,CB,29-155,90,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0
11,Gary Cahill,24.0,eng ENG,CB,30-280,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Branislav Ivanović,2.0,rs SRB,RB,32-215,90,0,0,0,0,1,0,1,0,1,1,0,3,2,2,0,0,0
13,Thibaut Courtois,13.0,be BEL,GK,24-136,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,0,0,0,0,9,2,2,0,11,8,2,18,18,11,0,0,0
