,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Alexis Sánchez,7.0,cl CHI,FW,27-280,78,1,1,0,0,4,1,0,0,0,3,0,0,1,1,0,0,0
1,Olivier Giroud,12.0,fr FRA,FW,29-360,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,Alex Iwobi,17.0,ng NGA,AM,20-144,68,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0
3,Kieran Gibbs,3.0,eng ENG,"DF,MF",26-364,22,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
4,Theo Walcott,14.0,eng ENG,AM,27-192,90,1,0,0,0,2,2,0,0,1,1,0,2,3,0,0,0,0
5,Mesut Özil,11.0,de GER,AM,27-345,90,1,0,0,0,1,1,0,0,0,2,2,5,2,1,0,0,0
6,Francis Coquelin,34.0,fr FRA,DM,25-134,31,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
7,Granit Xhaka,29.0,ch SUI,MF,23-363,59,0,0,0,0,2,0,0,0,3,0,0,0,3,1,0,0,0
8,Santi Cazorla,19.0,es ESP,DM,31-286,90,0,0,0,0,1,1,0,0,0,0,1,6,0,1,0,0,0
9,Nacho Monreal,18.0,es ESP,LB,30-211,90,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0
10,Laurent Koscielny,6.0,fr FRA,CB,31-014,90,0,0,0,0,0,0,0,0,2,1,0,0,2,4,0,0,0
11,Shkodran Mustafi,20.0,de GER,CB,24-160,90,0,0,0,0,2,0,0,0,2,0,0,0,2,4,0,0,0
12,Héctor Bellerín,24.0,es ESP,RB,21-189,90,0,1,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0
13,Petr Čech,33.0,cz CZE,GK,34-127,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,3,2,0,0,14,5,0,0,9,9,5,20,16,22,0,0,0
