,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Roberto Firmino,9.0,br BRA,FW,29-107,84,0,0,0,0,5,1,0,0,46,1,0,4,0.6,0.6,0.1,7,0,26,33,78.8,3,23,3,4,4
1,Divock Origi,27.0,be BEL,FW,25-274,6,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0.0,0,0,1,2,50.0,0,2,1,0,0
2,Sadio Mané,10.0,sn SEN,LW,28-282,90,0,0,0,0,1,0,0,0,41,2,1,0,0.1,0.1,0.1,3,0,21,31,67.7,4,25,4,6,3
3,Mohamed Salah,11.0,eg EGY,RW,28-216,90,0,0,0,0,3,0,0,0,58,2,0,0,0.2,0.2,0.1,4,0,42,45,93.3,4,36,1,1,0
4,Georginio Wijnaldum,5.0,nl NED,LM,30-067,88,0,0,0,0,1,0,0,0,59,3,1,0,0.0,0.0,0.1,3,0,39,47,83.0,2,40,1,1,1
5,James Milner,7.0,eng ENG,LM,35-013,2,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0
6,Thiago Alcántara,6.0,es ESP,CM,29-281,90,0,0,0,0,2,1,0,0,111,3,6,3,0.1,0.1,0.1,3,0,84,97,86.6,13,70,2,5,5
7,Xherdan Shaqiri,23.0,ch SUI,RM,29-099,75,0,0,0,0,2,0,1,0,71,0,0,1,0.1,0.1,0.1,3,0,53,61,86.9,8,49,1,1,1
8,Curtis Jones,17.0,eng ENG,RM,19-353,15,0,0,0,0,0,0,0,0,13,0,0,1,0.0,0.0,0.0,0,0,11,12,91.7,2,10,1,0,0
9,Andrew Robertson,26.0,sct SCO,LB,26-312,90,0,0,0,0,1,0,0,0,91,0,0,0,0.0,0.0,0.4,4,0,68,86,79.1,7,67,1,0,0
10,Jordan Henderson,14.0,eng ENG,CB,30-214,90,0,0,0,0,1,0,0,0,98,1,0,0,0.1,0.1,0.0,1,0,81,90,90.0,6,76,0,0,0
11,Fabinho,3.0,br BRA,CB,27-086,90,0,0,0,0,0,0,1,0,90,2,4,2,0.0,0.0,0.0,0,0,71,78,91.0,0,63,1,0,0
12,Trent Alexander-Arnold,66.0,eng ENG,RB,22-102,90,0,0,0,0,1,1,0,0,93,1,0,0,0.0,0.0,0.0,2,0,66,91,72.5,12,68,3,1,1
13,Alisson,1.0,br BRA,GK,28-107,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,37,39,94.9,0,29,0,0,0
14,14 Players,,,,,990,0,0,0,0,17,3,2,0,819,16,12,12,1.2,1.2,1.0,30,0,601,713,84.3,61,558,19,19,15
