,num,joueur
0,,Benoît Assou-Ekotto
1,,Emmanuel Adebayor
2,,Kyle Walker
3,,Luka Modrić
4,,Rafael van der Vaart
5,,Younès Kaboul
6,,Aaron Lennon
7,,William Gallas
8,,Scott Parker
9,,
10,,Heurelho Gomes
