,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2017-08-12,15:00 ,Premier League,Matchweek 1,Sat,Away,W,3,2,Chelsea,0.6,1.5,38,"41,616",Tom Heaton,4-4-1-1,Craig Pawson,https://fbref.com/en/matches/71b00bca/Chelsea-Burnley-August-12-2017-Premier-League,
1,2017-08-19,15:00 ,Premier League,Matchweek 2,Sat,Home,L,0,1,West Brom,1.3,0.9,66,"19,619",Tom Heaton,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/e868e7b5/Burnley-West-Bromwich-Albion-August-19-2017-Premier-League,
3,2017-08-27,16:00 ,Premier League,Matchweek 3,Sun,Away,D,1,1,Tottenham,0.9,2.3,34,"67,862",Tom Heaton,4-4-1-1,Lee Mason,https://fbref.com/en/matches/9402c6ee/Tottenham-Hotspur-Burnley-August-27-2017-Premier-League,
4,2017-09-10,13:30 ,Premier League,Matchweek 4,Sun,Home,W,1,0,Crystal Palace,0.3,2.0,36,"18,862",Tom Heaton,4-4-2,Michael Oliver,https://fbref.com/en/matches/96db0268/Burnley-Crystal-Palace-September-10-2017-Premier-League,
5,2017-09-16,15:00 ,Premier League,Matchweek 5,Sat,Away,D,1,1,Liverpool,0.2,2.2,29,"53,231",Ben Mee,4-4-1-1,Roger East,https://fbref.com/en/matches/ab422c29/Liverpool-Burnley-September-16-2017-Premier-League,
7,2017-09-23,15:00 ,Premier League,Matchweek 6,Sat,Home,D,0,0,Huddersfield,0.3,0.3,52,"20,759",Ben Mee,4-5-1,Chris Kavanagh,https://fbref.com/en/matches/6481f3d3/Burnley-Huddersfield-Town-September-23-2017-Premier-League,
8,2017-10-01,14:15 ,Premier League,Matchweek 7,Sun,Away,W,1,0,Everton,0.4,1.1,37,"38,448",Ben Mee,4-4-1-1,Jonathan Moss,https://fbref.com/en/matches/275000a3/Everton-Burnley-October-1-2017-Premier-League,
9,2017-10-14,15:00 ,Premier League,Matchweek 8,Sat,Home,D,1,1,West Ham,1.2,0.9,62,"20,945",Ben Mee,4-4-1-1,Stuart Attwell,https://fbref.com/en/matches/1cf63700/Burnley-West-Ham-United-October-14-2017-Premier-League,
10,2017-10-21,15:00 ,Premier League,Matchweek 9,Sat,Away,L,0,3,Manchester City,0.2,3.1,23,"54,118",Ben Mee,4-4-1-1,Roger East,https://fbref.com/en/matches/11c702a4/Manchester-City-Burnley-October-21-2017-Premier-League,
11,2017-10-30,20:00 ,Premier League,Matchweek 10,Mon,Home,W,1,0,Newcastle Utd,0.9,0.5,47,"21,031",Ben Mee,4-4-1-1,Mike Dean,https://fbref.com/en/matches/d41003f2/Burnley-Newcastle-United-October-30-2017-Premier-League,
12,2017-11-04,15:00 ,Premier League,Matchweek 11,Sat,Away,W,1,0,Southampton,0.2,0.7,38,"30,491",Ben Mee,4-4-1-1,Lee Probert,https://fbref.com/en/matches/2849b3bf/Southampton-Burnley-November-4-2017-Premier-League,
13,2017-11-18,15:00 ,Premier League,Matchweek 12,Sat,Home,W,2,0,Swansea City,1.6,0.6,39,"18,895",Ben Mee,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/807a3956/Burnley-Swansea-City-November-18-2017-Premier-League,
14,2017-11-26,14:00 ,Premier League,Matchweek 13,Sun,Home,L,0,1,Arsenal,0.4,1.8,36,"21,722",Ben Mee,4-4-1-1,Lee Mason,https://fbref.com/en/matches/0ad47126/Burnley-Arsenal-November-26-2017-Premier-League,
15,2017-11-29,19:45 ,Premier League,Matchweek 14,Wed,Away,W,2,1,Bournemouth,1.1,1.2,38,"10,302",Ben Mee,4-4-1-1,Roger East,https://fbref.com/en/matches/0f0e0f7f/Bournemouth-Burnley-November-29-2017-Premier-League,
16,2017-12-02,15:00 ,Premier League,Matchweek 15,Sat,Away,L,0,1,Leicester City,1.0,1.4,48,"30,714",Ben Mee,4-4-1-1,Paul Tierney,https://fbref.com/en/matches/fbda6872/Leicester-City-Burnley-December-2-2017-Premier-League,
17,2017-12-09,15:00 ,Premier League,Matchweek 16,Sat,Home,W,1,0,Watford,0.5,1.1,49,"19,479",Jack Cork,4-2-3-1,Lee Probert,https://fbref.com/en/matches/db3b2aca/Burnley-Watford-December-9-2017-Premier-League,
18,2017-12-12,19:45 ,Premier League,Matchweek 17,Tue,Home,W,1,0,Stoke City,0.4,1.1,51,"19,909",Jack Cork,4-4-1-1,Mike Jones,https://fbref.com/en/matches/8ff402f4/Burnley-Stoke-City-December-12-2017-Premier-League,
19,2017-12-16,15:00 ,Premier League,Matchweek 18,Sat,Away,D,0,0,Brighton,1.2,1.5,42,"29,921",Ben Mee,4-4-1-1,Chris Kavanagh,https://fbref.com/en/matches/4365b452/Brighton-and-Hove-Albion-Burnley-December-16-2017-Premier-League,
20,2017-12-23,17:30 ,Premier League,Matchweek 19,Sat,Home,L,0,3,Tottenham,0.2,3.1,41,"21,650",Ben Mee,4-4-1-1,Michael Oliver,https://fbref.com/en/matches/c82015ec/Burnley-Tottenham-Hotspur-December-23-2017-Premier-League,
21,2017-12-26,15:00 ,Premier League,Matchweek 20,Tue,Away,D,2,2,Manchester Utd,0.5,2.0,29,"75,046",Ben Mee,4-1-4-1,Martin Atkinson,https://fbref.com/en/matches/b1b1fcc9/Manchester-United-Burnley-December-26-2017-Premier-League,
22,2017-12-30,15:00 ,Premier League,Matchweek 21,Sat,Away,D,0,0,Huddersfield,1.2,0.1,44,"24,095",Ben Mee,4-4-1-1,Paul Tierney,https://fbref.com/en/matches/2a80724c/Huddersfield-Town-Burnley-December-30-2017-Premier-League,
23,2018-01-01,15:00 ,Premier League,Matchweek 22,Mon,Home,L,1,2,Liverpool,1.3,1.7,42,"21,756",Ben Mee,4-4-1-1,Roger East,https://fbref.com/en/matches/5bc68150/Burnley-Liverpool-January-1-2018-Premier-League,
25,2018-01-13,15:00 ,Premier League,Matchweek 23,Sat,Away,L,0,1,Crystal Palace,0.7,1.4,56,"24,696",Ben Mee,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/45e647f7/Crystal-Palace-Burnley-January-13-2018-Premier-League,
26,2018-01-20,15:00 ,Premier League,Matchweek 24,Sat,Home,L,0,1,Manchester Utd,1.0,0.8,48,"21,841",Ben Mee,4-4-1-1,Mike Dean,https://fbref.com/en/matches/ff3f2b39/Burnley-Manchester-United-January-20-2018-Premier-League,
27,2018-01-31,19:45 ,Premier League,Matchweek 25,Wed,Away,D,1,1,Newcastle Utd,1.0,2.2,48,"50,174",Ben Mee,4-4-1-1,Simon Hooper,https://fbref.com/en/matches/e2a83944/Newcastle-United-Burnley-January-31-2018-Premier-League,
28,2018-02-03,12:30 ,Premier League,Matchweek 26,Sat,Home,D,1,1,Manchester City,0.9,1.8,30,"21,658",Ben Mee,4-4-2,Martin Atkinson,https://fbref.com/en/matches/a54e56e3/Burnley-Manchester-City-February-3-2018-Premier-League,
29,2018-02-10,15:00 ,Premier League,Matchweek 27,Sat,Away,L,0,1,Swansea City,0.5,0.7,43,"20,179",Ben Mee,4-4-2,Andre Marriner,https://fbref.com/en/matches/2fffd724/Swansea-City-Burnley-February-10-2018-Premier-League,
30,2018-02-24,15:00 ,Premier League,Matchweek 28,Sat,Home,D,1,1,Southampton,1.3,0.8,51,"20,982",Ben Mee,4-4-1-1,Robert Madley,https://fbref.com/en/matches/e694462e/Burnley-Southampton-February-24-2018-Premier-League,
31,2018-03-03,12:30 ,Premier League,Matchweek 29,Sat,Home,W,2,1,Everton,2.1,1.5,55,"20,802",Ben Mee,4-4-1-1,Chris Kavanagh,https://fbref.com/en/matches/347dfee2/Burnley-Everton-March-3-2018-Premier-League,
