,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Joshua King,7.0,no NOR,FW,29-239,52,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100.0
1,Cucho,29.0,co COL,"LM,FW",22-144,38,0,0,0,0,0,0,2,1,0,0,0,0,3,1,1,50.0
2,Emmanuel Dennis,25.0,ng NGA,"LM,FW,CM",23-300,90,1,0,0,5,1,0,2,1,2,0,0,0,2,2,1,66.7
3,Juraj Kucka,33.0,sk SVK,CM,34-197,90,0,0,0,1,2,0,1,2,2,0,0,0,1,2,0,100.0
4,Moussa Sissoko,19.0,fr FRA,"CM,DM",32-026,90,0,0,0,0,0,0,2,0,0,0,0,0,5,2,0,100.0
5,Ismaila Sarr,23.0,sn SEN,RM,23-198,90,0,0,0,4,4,1,5,0,0,0,0,0,6,0,0,
6,Oghenekaro Etebo,4.0,ng NGA,DM,25-306,76,1,0,0,3,0,0,1,0,4,0,0,0,4,0,0,
7,Ken Sema,12.0,se SWE,LM,27-346,14,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,
8,Danny Rose,3.0,eng ENG,LB,31-071,90,1,0,0,1,4,0,3,3,1,0,0,0,2,1,1,50.0
9,Francisco Sierralta,31.0,cl CHI,CB,24-128,90,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,
10,William Troost-Ekong,5.0,ng NGA,CB,28-010,90,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,
11,Jeremy Ngakia,2.0,eng ENG,RB,21-004,90,0,0,0,0,0,0,1,1,0,0,0,0,3,2,2,50.0
12,Daniel Bachmann,26.0,at AUT,GK,27-064,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
13,13 Players,,,,,990,3,0,0,15,13,1,18,8,11,0,0,1,39,12,5,70.6
