,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Pierre-Emerick Aubameyang,9.0,ga GAB,FW,33-318,45,6,6,100.0,79,5,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
1,Kai Havertz,29.0,de GER,FW,23-325,45,11,15,73.3,192,15,5,7,71.4,5,6,83.3,1,1,100.0,0,0.0,0.0,0,1,0,0,1
2,Raheem Sterling,17.0,eng ENG,LW,28-145,70,15,26,57.7,185,55,7,10,70.0,6,7,85.7,0,4,0.0,0,0.0,0.0,0,1,0,0,1
3,Conor Gallagher,23.0,eng ENG,AM,23-085,20,10,11,90.9,145,14,6,6,100.0,4,4,100.0,0,0,,0,0.0,0.0,0,1,0,0,2
4,Noni Madueke,31.0,eng ENG,RW,21-053,78,17,22,77.3,175,43,11,14,78.6,3,3,100.0,0,1,0.0,0,0.0,0.0,0,0,1,0,2
5,Hakim Ziyech,22.0,ma MAR,RW,30-044,12,6,9,66.7,71,31,5,5,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,1,0,2
6,Mateo Kovačić,8.0,hr CRO,"LM,DM",28-361,90,38,44,86.4,710,243,16,17,94.1,14,18,77.8,6,7,85.7,1,0.2,0.2,2,3,2,0,4
7,Enzo Fernández,5.0,ar ARG,CM,22-105,70,35,39,89.7,537,141,21,21,100.0,12,14,85.7,1,3,33.3,0,0.0,0.0,0,1,1,0,1
8,Mykhailo Mudryk,15.0,ua UKR,LW,22-117,20,7,10,70.0,137,110,3,3,100.0,2,4,50.0,2,3,66.7,0,0.3,0.5,3,1,2,0,3
9,N'Golo Kanté,7.0,fr FRA,"RM,DM",32-034,90,37,47,78.7,571,212,23,29,79.3,10,10,100.0,4,5,80.0,0,0.2,0.0,1,3,0,0,5
10,Ben Chilwell,21.0,eng ENG,LB,26-132,90,31,45,68.9,513,196,15,18,83.3,14,18,77.8,2,8,25.0,0,0.0,0.0,0,2,0,0,3
11,Thiago Silva,6.0,br BRA,CB,38-222,90,60,64,93.8,1017,351,25,27,92.6,31,31,100.0,3,5,60.0,0,0.0,0.0,0,0,0,0,0
12,Wesley Fofana,33.0,fr FRA,CB,22-136,85,45,49,91.8,806,164,17,18,94.4,27,28,96.4,1,2,50.0,0,0.0,0.0,0,1,0,0,0
13,Trevoh Chalobah,14.0,eng ENG,CB,23-301,5,7,8,87.5,110,20,3,4,75.0,4,4,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
14,César Azpilicueta,28.0,es ESP,RB,33-247,90,51,58,87.9,718,217,30,31,96.8,19,22,86.4,0,1,0.0,0,0.0,0.1,0,3,0,0,1
15,Kepa Arrizabalaga,1.0,es ESP,GK,28-211,90,19,24,79.2,559,400,4,4,100.0,9,9,100.0,6,11,54.5,0,0.0,0.0,0,1,0,0,0
16,16 Players,,,,,990,395,477,82.8,6525,2217,195,218,89.4,163,183,89.1,26,51,51.0,1,0.7,0.9,6,18,7,0,25
