,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Neal Maupay,9.0,fr FRA,FW,25-063,90,15,22,68.2,197,18,6,9,66.7,6,8,75.0,0,0,,0,0.2,0.1,2,0,0,0,1
1,Leandro Trossard,11.0,be BEL,"FW,AM",26-316,90,33,44,75.0,623,121,16,20,80.0,10,15,66.7,6,6,100.0,0,0.0,0.0,0,4,3,0,10
2,Jakub Moder,15.0,pl POL,CM,22-192,83,36,38,94.7,555,133,21,22,95.5,11,11,100.0,3,3,100.0,0,0.0,0.4,0,3,2,0,4
3,Alexis Mac Allister,10.0,ar ARG,AM,22-296,7,4,5,80.0,79,6,1,1,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
4,Adam Lallana,14.0,eng ENG,CM,33-159,90,74,85,87.1,1230,259,38,42,90.5,30,32,93.8,6,9,66.7,0,0.1,0.1,1,7,0,0,3
5,Pascal Groß,13.0,de GER,CM,30-123,90,54,68,79.4,1026,244,23,24,95.8,22,26,84.6,8,14,57.1,0,0.0,0.4,2,7,2,1,7
6,Marc Cucurella,3.0,es ESP,WB,23-086,65,33,39,84.6,487,125,23,25,92.0,7,9,77.8,3,4,75.0,0,0.1,0.1,3,1,3,2,2
7,Solly March,20.0,eng ENG,WB,27-088,25,11,11,100.0,191,81,5,5,100.0,6,6,100.0,0,0,,0,0.3,0.6,1,1,1,0,2
8,Joël Veltman,34.0,nl NED,WB,29-274,58,26,42,61.9,409,134,14,18,77.8,11,18,61.1,1,3,33.3,0,0.0,0.0,0,0,0,0,2
9,Tariq Lamptey,2.0,gh GHA,WB,21-016,32,23,26,88.5,358,97,15,16,93.8,6,7,85.7,2,3,66.7,0,0.0,0.0,0,1,1,1,2
10,Dan Burn,33.0,eng ENG,CB,29-160,90,60,73,82.2,1010,413,30,36,83.3,27,31,87.1,3,5,60.0,0,0.0,0.0,0,13,0,0,10
11,Lewis Dunk,5.0,eng ENG,CB,29-329,90,60,64,93.8,1177,497,18,18,100.0,35,37,94.6,6,6,100.0,0,0.0,0.0,0,4,1,0,4
12,Shane Duffy,24.0,ie IRL,CB,29-288,90,49,60,81.7,896,307,18,21,85.7,28,30,93.3,3,9,33.3,0,0.0,0.0,0,3,0,0,3
13,Robert Sánchez,1.0,es ESP,GK,23-332,90,32,39,82.1,863,579,5,5,100.0,18,18,100.0,9,16,56.3,0,0.0,0.0,0,1,0,0,0
14,14 Players,,,,,990,510,616,82.8,9101,3014,233,262,88.9,220,251,87.6,50,78,64.1,0,0.7,1.9,9,45,13,4,50
