,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Kai Havertz,29.0,de GER,FW,23-224,80,0,0,0,0,0,0,0,,0,1,0,1,3,3,1,0
1,Pierre-Emerick Aubameyang,9.0,ga GAB,FW,33-217,10,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
2,Mason Mount,19.0,eng ENG,AM,24-011,81,1,1,0,1,0,1,2,50.0,1,1,0,1,2,3,1,0
3,Carney Chukwuemeka,30.0,eng ENG,AM,19-093,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
4,Conor Gallagher,23.0,eng ENG,"AM,DM",22-349,90,1,0,1,0,0,0,2,0.0,2,2,0,2,2,3,2,0
5,Lewis Hall,67.0,eng ENG,CM,18-135,54,2,0,1,1,0,2,3,66.7,1,1,0,1,2,4,1,1
6,Mykhailo Mudryk,15.0,ua UKR,LW,22-016,36,3,3,1,0,2,1,1,100.0,0,1,1,0,0,3,1,0
7,Jorginho,5.0,it ITA,"CM,DM",31-032,90,5,3,3,1,1,0,1,0.0,1,4,1,3,4,9,1,0
8,Marc Cucurella,32.0,es ESP,"WB,LB",24-183,90,6,1,4,1,1,4,7,57.1,3,2,0,2,1,7,5,0
9,Hakim Ziyech,22.0,ma MAR,"WB,RW",29-308,90,1,0,1,0,0,1,2,50.0,1,1,0,1,0,1,3,0
10,Benoît Badiashile,4.0,fr FRA,CB,21-301,90,1,0,1,0,0,1,1,100.0,0,1,1,0,2,3,4,0
11,Thiago Silva,6.0,br BRA,CB,38-121,90,1,0,1,0,0,1,1,100.0,0,3,3,0,2,3,7,0
12,Trevoh Chalobah,14.0,eng ENG,"CB,RB",23-200,80,0,0,0,0,0,0,0,,0,1,0,1,0,0,4,0
13,César Azpilicueta,28.0,es ESP,RB,33-146,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
14,Kepa Arrizabalaga,1.0,es ESP,GK,28-110,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
15,15 Players,,,,,990,21,8,13,4,4,11,20,55.0,9,19,6,13,18,39,32,1
