,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Kai Havertz,29.0,de GER,FW,23-224,80,28,1,2,13,13,5,28,0,0,,0,,12,61,24,2,0,0,2,0,18,4
1,Pierre-Emerick Aubameyang,9.0,ga GAB,FW,33-217,10,4,0,0,3,1,0,4,0,0,,0,,1,0,0,0,0,0,1,0,3,1
2,Mason Mount,19.0,eng ENG,AM,24-011,81,35,1,5,22,9,1,35,0,0,,0,,14,104,61,1,2,0,3,2,25,8
3,Carney Chukwuemeka,30.0,eng ENG,AM,19-093,9,7,0,1,2,4,3,7,1,1,100.0,0,0.0,5,26,17,1,0,0,1,1,4,2
4,Conor Gallagher,23.0,eng ENG,"AM,DM",22-349,90,47,3,13,14,20,4,47,3,0,0.0,2,66.7,21,162,61,3,5,1,0,4,24,3
5,Lewis Hall,67.0,eng ENG,CM,18-135,54,49,3,23,17,9,1,49,2,0,0.0,1,50.0,21,71,35,0,0,0,2,0,29,0
6,Mykhailo Mudryk,15.0,ua UKR,LW,22-016,36,25,1,6,7,12,3,25,4,2,50.0,1,25.0,13,62,19,0,0,0,2,1,15,2
7,Jorginho,5.0,it ITA,"CM,DM",31-032,90,76,8,34,34,8,0,76,1,1,100.0,0,0.0,25,96,42,0,0,0,1,1,42,1
8,Marc Cucurella,32.0,es ESP,"WB,LB",24-183,90,81,5,33,32,16,0,81,1,0,0.0,0,0.0,30,81,42,0,0,0,0,0,39,1
9,Hakim Ziyech,22.0,ma MAR,"WB,RW",29-308,90,64,3,13,28,24,2,64,3,1,33.3,1,33.3,30,197,105,4,4,1,1,3,40,7
10,Benoît Badiashile,4.0,fr FRA,CB,21-301,90,99,25,76,20,4,2,99,0,0,,0,,65,189,114,0,0,0,0,1,75,1
11,Thiago Silva,6.0,br BRA,CB,38-121,90,108,20,87,19,2,1,108,0,0,,0,,66,328,191,0,0,0,0,0,80,0
12,Trevoh Chalobah,14.0,eng ENG,"CB,RB",23-200,80,61,6,34,22,5,0,61,1,0,0.0,0,0.0,36,104,60,1,1,0,1,0,41,1
13,César Azpilicueta,28.0,es ESP,RB,33-146,10,6,2,5,1,0,0,6,0,0,,0,,1,0,0,0,0,0,0,0,3,0
14,Kepa Arrizabalaga,1.0,es ESP,GK,28-110,90,46,37,46,0,0,0,46,0,0,,0,,26,119,77,0,0,0,0,0,26,0
15,15 Players,,,,,990,736,115,378,234,127,22,736,16,5,31.3,5,31.3,366,1600,848,12,12,2,14,13,464,31
