,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Roberto Firmino,9.0,br BRA,FW,27-201,90,48,55,87.3,602,119,32,34,94.1,11,11,100.0,1,2,50.0,0,0.1,0.2,1,5,3,0,5
1,Sadio Mané,10.0,sn SEN,LW,27-011,90,36,46,78.3,503,100,19,23,82.6,10,12,83.3,3,3,100.0,0,0.9,0.6,4,5,1,0,4
2,Mohamed Salah,11.0,eg EGY,RW,26-310,90,19,31,61.3,204,85,15,19,78.9,3,7,42.9,0,2,0.0,0,0.0,0.1,0,1,0,0,4
3,Naby Keïta,8.0,gn GUI,LM,24-070,70,52,57,91.2,783,197,23,24,95.8,24,28,85.7,2,2,100.0,0,0.1,0.1,2,3,4,0,9
4,Fabinho,3.0,br BRA,CM,25-180,4,1,1,100.0,18,18,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
5,James Milner,7.0,eng ENG,LM,33-107,16,23,24,95.8,341,76,16,17,94.1,4,4,100.0,2,2,100.0,0,0.0,0.0,0,2,0,0,2
6,Georginio Wijnaldum,5.0,nl NED,"CM,LM",28-161,90,52,54,96.3,706,168,35,35,100.0,15,16,93.8,1,1,100.0,0,0.0,0.0,1,4,1,0,3
7,Jordan Henderson,14.0,eng ENG,RM,28-308,90,64,76,84.2,967,249,43,43,100.0,12,17,70.6,7,13,53.8,0,0.5,0.0,1,4,1,0,5
8,Andrew Robertson,26.0,sct SCO,LB,25-041,90,55,67,82.1,844,331,35,36,97.2,15,18,83.3,4,10,40.0,0,0.0,0.0,0,2,2,1,6
9,Virgil van Dijk,4.0,nl NED,CB,27-287,90,58,70,82.9,1069,306,21,24,87.5,26,29,89.7,7,10,70.0,0,0.0,0.0,0,3,0,0,5
10,Joël Matip,32.0,cm CMR,CB,27-256,90,82,89,92.1,1438,658,36,38,94.7,35,37,94.6,8,10,80.0,0,0.0,0.0,0,7,0,0,5
11,Trent Alexander-Arnold,66.0,eng ENG,RB,20-196,85,50,67,74.6,991,376,16,19,84.2,25,30,83.3,8,16,50.0,1,0.6,0.5,5,5,1,1,4
12,Joe Gomez,12.0,eng ENG,RB,21-333,5,4,7,57.1,87,0,1,1,100.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
13,Alisson,13.0,br BRA,GK,26-201,90,19,21,90.5,416,265,4,4,100.0,12,12,100.0,3,5,60.0,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,563,665,84.7,8969,2948,296,317,93.4,196,226,86.7,46,77,59.7,1,2.1,1.7,14,41,13,2,52
