,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2018-08-11,17:30 ,Premier League,Matchweek 1,Sat,Away,D,2,2,Wolves,1.0,1.0,42,"31,231",Phil Jagielka,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/8dc8eaeb/Wolverhampton-Wanderers-Everton-August-11-2018-Premier-League,
1,2018-08-18,15:00 ,Premier League,Matchweek 2,Sat,Home,W,2,1,Southampton,1.5,1.7,57,"38,601",Séamus Coleman,4-2-3-1,Lee Mason,https://fbref.com/en/matches/7b877ffd/Everton-Southampton-August-18-2018-Premier-League,
2,2018-08-25,15:00 ,Premier League,Matchweek 3,Sat,Away,D,2,2,Bournemouth,0.6,2.2,50,"10,654",Leighton Baines,4-4-1-1,Lee Probert,https://fbref.com/en/matches/b9a56747/Bournemouth-Everton-August-25-2018-Premier-League,
4,2018-09-01,15:00 ,Premier League,Matchweek 4,Sat,Home,D,1,1,Huddersfield,0.8,0.4,57,"38,767",Séamus Coleman,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/a3a1e07f/Everton-Huddersfield-Town-September-1-2018-Premier-League,
5,2018-09-16,16:00 ,Premier League,Matchweek 5,Sun,Home,L,1,3,West Ham,1.4,1.2,56,"39,161",Gylfi Sigurðsson,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/d7a7d583/Everton-West-Ham-United-September-16-2018-Premier-League,
6,2018-09-23,16:00 ,Premier League,Matchweek 6,Sun,Away,L,0,2,Arsenal,0.8,0.8,38,"59,964",Tom Davies,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/a1fb6176/Arsenal-Everton-September-23-2018-Premier-League,
7,2018-09-29,15:00 ,Premier League,Matchweek 7,Sat,Home,W,3,0,Fulham,2.3,0.5,51,"38,788",Tom Davies,4-2-3-1,Roger East,https://fbref.com/en/matches/1e6da91a/Everton-Fulham-September-29-2018-Premier-League,
9,2018-10-06,15:00 ,Premier League,Matchweek 8,Sat,Away,W,2,1,Leicester City,1.3,0.9,48,"32,007",Tom Davies,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/1be8f2f0/Leicester-City-Everton-October-6-2018-Premier-League,
10,2018-10-21,16:00 ,Premier League,Matchweek 9,Sun,Home,W,2,0,Crystal Palace,1.8,1.3,59,"38,668",Séamus Coleman,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/2a861cc1/Everton-Crystal-Palace-October-21-2018-Premier-League,
11,2018-10-28,16:00 ,Premier League,Matchweek 10,Sun,Away,L,1,2,Manchester Utd,1.8,2.3,46,"74,525",Séamus Coleman,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/746d865f/Manchester-United-Everton-October-28-2018-Premier-League,
