,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Marcus Rashford,10.0,eng ENG,FW,20-283,66,21,20,1,0,0,0,1,0,0,0,0,0,17,0,2
1,Romelu Lukaku,9.0,be BEL,FW,25-089,24,5,4,1,0,0,0,0,0,0,0,0,0,4,0,0
2,Alexis Sánchez,7.0,cl CHI,"LW,LM",29-234,90,41,40,0,0,1,2,3,0,0,0,0,0,24,1,1
3,Juan Mata,8.0,es ESP,"RW,RM",30-104,90,61,60,1,0,0,1,5,0,1,1,0,0,48,0,2
4,Paul Pogba,6.0,fr FRA,LM,25-148,83,69,68,1,1,0,1,1,0,0,0,0,0,54,0,1
5,Marouane Fellaini,27.0,be BEL,CM,30-261,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,Andreas Pereira,15.0,br BRA,"CM,DM",22-221,90,59,57,2,1,0,2,1,0,1,0,0,1,54,0,0
7,Fred,17.0,br BRA,RM,25-158,75,55,54,0,0,0,2,1,0,0,0,0,0,49,1,0
8,Scott McTominay,39.0,sct SCO,"CM,RM",21-245,15,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
9,Luke Shaw,23.0,eng ENG,LB,23-029,90,81,65,16,2,0,0,0,14,0,0,0,0,68,0,1
10,Victor Lindelöf,2.0,se SWE,CB,24-024,90,35,35,0,0,0,0,0,0,0,0,0,0,31,0,0
11,Eric Bailly,3.0,ci CIV,CB,24-120,90,24,22,2,2,0,0,0,0,0,0,0,0,23,0,0
12,Matteo Darmian,36.0,it ITA,RB,28-251,90,41,35,6,0,0,0,0,6,0,0,0,0,33,0,0
13,David de Gea,1.0,es ESP,GK,27-276,90,23,14,8,3,0,0,0,0,0,0,0,0,7,1,0
14,14 Players,,,,,990,522,480,38,9,1,8,12,20,2,1,0,1,418,4,7
