,num,joueur
0,,Stéphane Mbia
1,,Bobby Zamora
2,,Samba Diakité
3,,Adel Taarabt
4,,Junior Hoilett
5,,Esteban Granero
6,,José Bosingwa
7,,Armand Traoré
8,,Ryan Nelsen
9,,
10,,Robert Green
