,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2014-08-16,15:00 ,Premier League,Matchweek 1,Sat,Away,D,2,2,West Brom,42,"25,468",,4-1-4-1,Niel Swarbrick,https://fbref.com/en/matches/d7504871/West-Bromwich-Albion-Sunderland-August-16-2014-Premier-League,
1,2014-08-24,16:00 ,Premier League,Matchweek 2,Sun,Home,D,1,1,Manchester Utd,45,"43,217",,4-3-3,Martin Atkinson,https://fbref.com/en/matches/28fabb19/Sunderland-Manchester-United-August-24-2014-Premier-League,
3,2014-08-30,15:00 ,Premier League,Matchweek 3,Sat,Away,L,0,1,QPR,60,"17,930",,4-3-3,Robert Madley,https://fbref.com/en/matches/7b83d8d5/Queens-Park-Rangers-Sunderland-August-30-2014-Premier-League,
4,2014-09-13,15:00 ,Premier League,Matchweek 4,Sat,Home,D,2,2,Tottenham,38,"40,799",,4-1-4-1,Craig Pawson,https://fbref.com/en/matches/ac0fc768/Sunderland-Tottenham-Hotspur-September-13-2014-Premier-League,
5,2014-09-20,15:00 ,Premier League,Matchweek 5,Sat,Away,D,0,0,Burnley,56,"20,026",,4-1-4-1,Anthony Taylor,https://fbref.com/en/matches/2aa55b80/Burnley-Sunderland-September-20-2014-Premier-League,
7,2014-09-27,15:00 ,Premier League,Matchweek 6,Sat,Home,D,0,0,Swansea City,50,"41,325",,4-1-4-1,Chris Foy,https://fbref.com/en/matches/682d6b70/Sunderland-Swansea-City-September-27-2014-Premier-League,
8,2014-10-04,15:00 ,Premier League,Matchweek 7,Sat,Home,W,3,1,Stoke City,40,"42,713",,4-1-4-1,Niel Swarbrick,https://fbref.com/en/matches/bc4351a4/Sunderland-Stoke-City-October-4-2014-Premier-League,
9,2014-10-18,15:00 ,Premier League,Matchweek 8,Sat,Away,L,0,8,Southampton,47,"29,615",,4-1-4-1,Andre Marriner,https://fbref.com/en/matches/96e0a0d3/Southampton-Sunderland-October-18-2014-Premier-League,
10,2014-10-25,15:00 ,Premier League,Matchweek 9,Sat,Home,L,0,2,Arsenal,43,"44,449",,4-1-4-1,Kevin Friend,https://fbref.com/en/matches/ec3a5385/Sunderland-Arsenal-October-25-2014-Premier-League,
11,2014-11-03,20:00 ,Premier League,Matchweek 10,Mon,Away,W,3,1,Crystal Palace,47,"23,212",,4-1-4-1,Philip Dowd,https://fbref.com/en/matches/a16fcbfb/Crystal-Palace-Sunderland-November-3-2014-Premier-League,
12,2014-11-09,13:30 ,Premier League,Matchweek 11,Sun,Home,D,1,1,Everton,42,"43,476",,4-1-4-1,Lee Mason,https://fbref.com/en/matches/35e425df/Sunderland-Everton-November-9-2014-Premier-League,
13,2014-11-22,15:00 ,Premier League,Matchweek 12,Sat,Away,D,0,0,Leicester City,60,"31,825",,4-3-3,Robert Madley,https://fbref.com/en/matches/14fc509c/Leicester-City-Sunderland-November-22-2014-Premier-League,
14,2014-11-29,17:30 ,Premier League,Matchweek 13,Sat,Home,D,0,0,Chelsea,34,"45,232",,4-1-4-1,Kevin Friend,https://fbref.com/en/matches/9194c511/Sunderland-Chelsea-November-29-2014-Premier-League,
15,2014-12-03,19:45 ,Premier League,Matchweek 14,Wed,Home,L,1,4,Manchester City,36,"41,152",,4-1-4-1,Craig Pawson,https://fbref.com/en/matches/4be4868a/Sunderland-Manchester-City-December-3-2014-Premier-League,
16,2014-12-06,15:00 ,Premier League,Matchweek 15,Sat,Away,D,0,0,Liverpool,47,"44,716",,4-1-4-1,Niel Swarbrick,https://fbref.com/en/matches/3d7379b7/Liverpool-Sunderland-December-6-2014-Premier-League,
17,2014-12-13,15:00 ,Premier League,Matchweek 16,Sat,Home,D,1,1,West Ham,57,"41,694",,4-1-4-1,Philip Dowd,https://fbref.com/en/matches/c7878493/Sunderland-West-Ham-United-December-13-2014-Premier-League,
18,2014-12-21,13:30 ,Premier League,Matchweek 17,Sun,Away,W,1,0,Newcastle Utd,48,"52,315",,4-1-4-1,Anthony Taylor,https://fbref.com/en/matches/af5000da/Newcastle-United-Sunderland-December-21-2014-Premier-League,
19,2014-12-26,15:00 ,Premier League,Matchweek 18,Fri,Home,L,1,3,Hull City,48,"44,817",,4-1-4-1,Andre Marriner,https://fbref.com/en/matches/b3f106fa/Sunderland-Hull-City-December-26-2014-Premier-League,
20,2014-12-28,15:00 ,Premier League,Matchweek 19,Sun,Away,D,0,0,Aston Villa,52,"35,436",,4-1-4-1,Martin Atkinson,https://fbref.com/en/matches/d8dcee07/Aston-Villa-Sunderland-December-28-2014-Premier-League,
