,num,joueur
0,,Anderson
1,,Jonny Evans
2,,Wayne Rooney
3,,Phil Jones
4,,Ashley Young
5,,Tom Cleverley
6,,Rio Ferdinand
7,,Patrice Evra
8,,Nani
9,,
10,,Anders Lindegaard
