,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Kelechi Iheanacho,14.0,ng NGA,FW,26-139,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0
1,Jamie Vardy,9.0,eng ENG,FW,36-039,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2,Harvey Barnes,7.0,eng ENG,LW,25-072,90,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,0.0
3,Tetê,37.0,br BRA,RW,23-004,74,0,0,0,0,1,0,0,0,3,0,0,0,9,0,0,
4,Dennis Praet,26.0,be BEL,RW,28-281,16,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,
5,James Maddison,10.0,eng ENG,AM,26-088,90,0,0,0,1,2,0,4,0,2,0,0,0,7,0,0,
6,Nampalys Mendy,24.0,sn SEN,DM,30-241,58,1,0,0,2,1,0,0,2,0,0,0,0,3,0,0,
7,Boubakary Soumaré,42.0,fr FRA,DM,23-357,32,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,
8,Kiernan Dewsbury-Hall,22.0,eng ENG,DM,24-166,58,0,0,0,2,2,0,0,2,1,0,0,0,3,1,1,50.0
9,Youri Tielemans,8.0,be BEL,DM,25-288,32,0,0,0,1,1,0,0,0,1,0,0,0,7,0,0,
10,Victor Bernth Kristiansen,16.0,dk DEN,LB,20-065,90,0,0,0,1,0,0,6,0,2,0,0,0,7,0,0,
11,Wout Faes,3.0,be BEL,CB,24-322,90,1,0,0,1,0,0,0,4,0,0,0,0,9,2,2,50.0
12,Harry Souttar,15.0,au AUS,CB,24-120,90,0,0,0,0,1,0,0,1,1,0,0,0,5,2,2,50.0
13,Timothy Castagne,27.0,be BEL,RB,27-076,90,0,0,0,0,1,0,3,0,2,0,0,0,9,2,2,50.0
14,Danny Ward,1.0,wls WAL,GK,29-242,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
15,15 Players,,,,,990,2,0,0,9,9,1,14,10,14,0,0,0,67,7,16,30.4
