,num,joueur
0,,Robert Green
1,,Esteban Granero
2,,Adel Taarabt
3,,Ryan Nelsen
4,,Samba Diakité
5,,Armand Traoré
6,,Clint Hill
7,,Stéphane Mbia
8,,Jamie Mackie
9,,Shaun Wright-Phillips
10,,José Bosingwa
