,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Jermaine Beckford,,jm JAM,FW,26-263,55,0,0,0,,,,0,0,,,,,,,0,,
1,Louis Saha,,fr FRA,FW,32-021,35,0,0,0,,,,0,0,,,,,,,0,,
2,Tim Cahill,,au AUS,"FW,MF",30-266,90,0,0,0,,,,0,0,,,,,,,0,,
3,Steven Pienaar,,za RSA,MF,28-165,90,0,0,0,,,,0,0,,,,,,,0,,
4,Marouane Fellaini,,be BEL,MF,22-280,90,0,0,0,,,,0,0,,,,,,,0,,
5,Mikel Arteta,,es ESP,MF,28-156,90,0,0,0,,,,0,0,,,,,,,0,,
6,Jack Rodwell,,eng ENG,"DF,MF",19-171,69,0,0,0,,,,0,0,,,,,,,0,,
7,Séamus Coleman,,ie IRL,"DF,MF",21-322,21,0,0,0,,,,0,0,,,,,,,0,,
8,Leighton Baines,,eng ENG,DF,25-261,90,0,0,0,,,,0,0,,,,,,,0,,
9,Sylvain Distin,,fr FRA,DF,32-256,90,0,0,0,,,,0,0,,,,,,,0,,
10,Phil Jagielka,,eng ENG,"DF,MF",28-012,90,0,0,0,,,,0,0,,,,,,,0,,
11,Tony Hibbert,,eng ENG,DF,29-190,80,0,0,0,,,,0,0,,,,,,,0,,
12,John Heitinga,,nl NED,"DF,MF",26-287,10,0,0,0,,,,0,0,,,,,,,0,,
13,Tim Howard,,us USA,GK,31-176,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,0,0,0,,,,0,0,,,,,,,0,,
