,num,joueur
0,1,Robert Sánchez
1,3,Marc Cucurella
2,5,Lewis Dunk
3,9,Neal Maupay
4,11,Leandro Trossard
5,13,Pascal Groß
6,14,Adam Lallana
7,15,Jakub Moder
8,20,Solly March
9,33,Dan Burn
10,34,Joël Veltman
