,num,joueur
0,,Barry Ferguson
1,,Scott Dann
2,,Cameron Jerome
3,,Liam Ridgewell
4,,Sebastian Larsson
5,,Keith Fahey
6,,Stephen Carr
7,,Lee Bowyer
8,,Roger Johnson
9,,
10,,Colin Doyle
