,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Marko Arnautović,7.0,at AUT,FW,29-331,67,34,0,0,11,23,4,34,3,0,0.0,3,100.0,17,89,24,1,1,1,0,2,32,13
1,Lucas Pérez,27.0,es ESP,FW,30-187,23,7,0,1,3,3,2,7,0,0,,0,,4,8,4,0,0,0,0,0,4,2
2,Felipe Anderson,8.0,br BRA,"RM,LM",25-335,90,82,0,3,40,40,2,82,3,2,66.7,1,33.3,52,324,198,8,5,1,6,1,64,14
3,Manuel Lanzini,10.0,ar ARG,"LM,CM",26-029,90,84,1,3,52,31,1,84,2,2,100.0,0,0.0,58,347,164,3,6,0,0,0,73,4
4,Mark Noble,16.0,eng ENG,CM,31-312,58,54,1,5,39,12,2,53,1,0,0.0,1,100.0,34,194,99,1,3,0,2,2,39,1
5,Samir Nasri,18.0,fr FRA,CM,31-263,32,43,0,1,26,16,0,43,1,1,100.0,0,0.0,33,213,71,2,2,0,0,0,37,3
6,Michail Antonio,30.0,jm JAM,RM,28-353,45,29,0,3,10,17,4,29,1,1,100.0,0,0.0,22,129,51,2,1,2,1,2,24,12
7,Javier Hernández,17.0,mx MEX,FW,30-288,45,20,0,0,10,10,3,20,0,0,,0,,12,49,12,0,0,0,0,1,17,3
8,Declan Rice,41.0,eng ENG,"CM,DM",20-061,90,73,1,12,56,5,1,73,0,0,,0,,36,100,49,1,1,0,0,1,50,1
9,Aaron Cresswell,3.0,eng ENG,LB,29-091,90,87,1,11,41,35,6,87,1,1,100.0,0,0.0,44,168,72,2,1,0,1,0,57,14
10,Angelo Ogbonna,21.0,it ITA,CB,30-297,90,89,6,26,58,5,3,89,0,0,,0,,50,321,220,1,2,0,1,1,57,0
11,Issa Diop,23.0,fr FRA,CB,22-066,90,56,6,19,37,1,0,56,0,0,,0,,28,186,140,0,1,0,1,0,31,0
12,Pablo Zabaleta,5.0,ar ARG,RB,34-059,90,63,5,15,21,27,4,63,1,0,0.0,1,100.0,33,87,43,0,0,0,2,2,36,6
13,Łukasz Fabiański,1.0,pl POL,GK,33-332,90,29,24,29,0,0,0,29,0,0,,0,,8,68,17,0,0,0,0,0,11,0
14,14 Players,,,,,990,750,45,128,404,225,32,749,13,7,53.8,6,46.2,431,2283,1164,21,23,4,14,12,532,73
