,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2012-08-19,,Premier League,Matchweek 1,Sun,Away,W,2,0,Wigan Athletic,,"19,738",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/7455931a/Wigan-Athletic-Chelsea-August-19-2012-Premier-League,
1,2012-08-22,,Premier League,Matchweek 3,Wed,Home,W,4,2,Reading,,"41,733",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/140f16f5/Chelsea-Reading-August-22-2012-Premier-League,
2,2012-08-25,,Premier League,Matchweek 2,Sat,Home,W,2,0,Newcastle Utd,,"41,718",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/70564bdb/Chelsea-Newcastle-United-August-25-2012-Premier-League,
3,2012-09-15,,Premier League,Matchweek 4,Sat,Away,D,0,0,QPR,,"18,271",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/2000534c/Queens-Park-Rangers-Chelsea-September-15-2012-Premier-League,
5,2012-09-22,,Premier League,Matchweek 5,Sat,Home,W,1,0,Stoke City,,"41,112",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/4efadbe8/Chelsea-Stoke-City-September-22-2012-Premier-League,
6,2012-09-29,,Premier League,Matchweek 6,Sat,Away,W,2,1,Arsenal,,"60,101",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/14eacad5/North-West-London-Derby-Arsenal-Chelsea-September-29-2012-Premier-League,
8,2012-10-06,,Premier League,Matchweek 7,Sat,Home,W,4,1,Norwich City,,"41,784",,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/9532ae11/Chelsea-Norwich-City-October-6-2012-Premier-League,
9,2012-10-20,,Premier League,Matchweek 8,Sat,Away,W,4,2,Tottenham,,"36,060",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/bfd29e5e/Tottenham-Hotspur-Chelsea-October-20-2012-Premier-League,
11,2012-10-28,,Premier League,Matchweek 9,Sun,Home,L,2,3,Manchester Utd,,"41,644",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/5d99c433/Chelsea-Manchester-United-October-28-2012-Premier-League,
12,2012-11-03,,Premier League,Matchweek 10,Sat,Away,D,1,1,Swansea City,,"20,527",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/1e83135a/Swansea-City-Chelsea-November-3-2012-Premier-League,
14,2012-11-11,,Premier League,Matchweek 11,Sun,Home,D,1,1,Liverpool,,"41,627",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/8952fda2/Chelsea-Liverpool-November-11-2012-Premier-League,
15,2012-11-17,,Premier League,Matchweek 12,Sat,Away,L,1,2,West Brom,,"25,933",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/6037d9e7/West-Bromwich-Albion-Chelsea-November-17-2012-Premier-League,
17,2012-11-25,,Premier League,Matchweek 13,Sun,Home,D,0,0,Manchester City,,"41,792",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/53d7f78d/Chelsea-Manchester-City-November-25-2012-Premier-League,
