,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Darwin Núñez,27.0,uy URU,FW,23-225,90,15,15,0,0,0,0,2,0,0,0,0,0,7,0,1
1,Cody Gakpo,18.0,nl NED,"LW,LM",23-273,84,15,15,0,0,0,0,4,0,0,0,0,0,7,0,0
2,Alex Oxlade-Chamberlain,15.0,eng ENG,LM,29-173,6,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
3,Mohamed Salah,11.0,eg EGY,"RW,FW",30-234,90,29,28,1,0,0,0,1,1,0,0,0,0,21,0,4
4,Thiago Alcántara,6.0,es ESP,"LM,CM",31-299,84,66,65,1,1,1,0,0,0,0,0,0,0,58,0,1
5,James Milner,7.0,eng ENG,CM,37-031,6,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
6,Stefan Bajcetic,43.0,es ESP,CM,18-105,75,47,46,1,1,0,0,2,0,0,0,0,0,39,0,0
7,Harvey Elliott,19.0,eng ENG,RM,19-306,15,11,11,0,0,0,0,1,0,0,0,0,0,7,0,0
8,Naby Keïta,8.0,gn GUI,RM,27-359,64,26,22,3,0,0,0,1,0,0,0,0,0,22,1,1
9,Jordan Henderson,14.0,eng ENG,"CM,RM",32-232,26,27,25,2,0,0,0,0,1,0,0,0,0,22,0,0
10,Andrew Robertson,26.0,sct SCO,LB,28-330,85,60,46,14,3,0,0,9,10,1,0,1,0,44,0,1
11,Kostas Tsimikas,21.0,gr GRE,LB,26-268,5,6,4,2,0,0,0,1,1,1,0,1,0,6,0,0
12,Joe Gomez,2.0,eng ENG,CB,25-257,90,97,94,2,0,0,1,0,2,0,0,0,0,87,1,0
13,Joël Matip,32.0,cm CMR,CB,31-180,90,78,78,0,0,0,0,1,0,0,0,0,0,67,0,0
14,Trent Alexander-Arnold,66.0,eng ENG,RB,24-120,90,93,66,27,4,0,2,10,18,5,0,3,1,71,0,0
15,Alisson,1.0,br BRA,GK,30-125,90,35,31,4,0,0,0,0,0,0,0,0,0,34,0,0
16,16 Players,,,,,990,614,555,57,9,1,3,32,33,7,0,5,1,500,2,8
