,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Salomón Rondón,33.0,ve VEN,FW,32-031,90,37,2,3,17,17,7,37,1,0,0.0,1,100.0,13,79,4,1,1,0,5,1,28,5
1,Demarai Gray,11.0,jm JAM,"FW,LM",25-111,90,50,2,6,18,27,2,50,3,1,33.3,2,66.7,28,235,112,4,7,0,3,0,30,12
2,Alex Iwobi,17.0,ng NGA,"LM,FW",25-167,78,29,1,7,5,18,6,29,0,0,,0,,17,118,67,1,1,0,2,1,17,4
3,Anthony Gordon,24.0,eng ENG,LM,20-235,12,7,1,2,2,3,0,7,0,0,,0,,3,45,15,0,0,0,0,0,4,1
4,Allan,6.0,br BRA,CM,30-282,90,58,8,20,32,6,0,58,0,0,,0,,24,144,81,1,0,0,1,0,28,0
5,Abdoulaye Doucouré,16.0,ml MLI,CM,28-289,90,46,2,13,19,14,3,46,3,2,66.7,1,33.3,23,123,85,2,1,0,3,1,21,3
6,Andros Townsend,14.0,eng ENG,RM,30-093,90,52,0,5,16,31,3,52,3,0,0.0,3,100.0,30,152,49,4,1,1,3,0,39,8
7,Lucas Digne,12.0,fr FRA,LB,28-089,90,58,7,27,18,13,0,58,2,1,50.0,1,50.0,23,128,80,3,0,0,0,0,24,3
8,Michael Keane,5.0,eng ENG,CB,28-279,90,41,9,24,17,0,0,41,2,1,50.0,1,50.0,13,94,55,1,0,0,0,0,13,0
9,Ben Godfrey,22.0,eng ENG,CB,23-275,90,54,14,33,17,4,3,54,0,0,,0,,22,128,70,0,0,0,2,0,25,0
10,Séamus Coleman,23.0,ie IRL,RB,33-006,90,47,1,15,19,13,2,47,1,1,100.0,0,0.0,26,157,116,4,0,1,0,1,28,3
11,Jordan Pickford,1.0,eng ENG,GK,27-224,90,40,35,39,1,0,0,40,0,0,,0,,17,91,40,0,0,0,0,0,10,0
12,12 Players,,,,,990,519,82,194,181,146,26,519,15,6,40.0,9,60.0,239,1494,774,21,11,2,19,4,267,39
