,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Gabriel Agbonlahor,,eng ENG,"FW,MF",24-074,90,0,0,0,,,,1,0,,,,,,,0,,
1,Emile Heskey,,eng ENG,FW,32-349,38,0,0,0,,,,0,0,,,,,,,0,,
2,Nathan Delfouneso,,eng ENG,"FW,MF",19-327,52,0,0,0,,,,0,0,,,,,,,0,,
3,Stewart Downing,,eng ENG,"FW,MF",26-157,90,0,0,0,,,,0,0,,,,,,,0,,
4,Fabian Delph,,eng ENG,"DF,MF",21-035,73,0,0,0,,,,1,0,,,,,,,0,,
5,Robert Pirès,,fr FRA,"FW,MF",37-058,17,0,0,0,,,,0,0,,,,,,,0,,
6,Jonathan Hogg,,eng ENG,MF,22-020,45,0,0,0,,,,1,0,,,,,,,0,,
7,Stiliyan Petrov,,bg BUL,MF,31-174,45,0,0,0,,,,0,0,,,,,,,0,,
8,Marc Albrighton,,eng ENG,"DF,FW",21-038,90,1,0,0,,,,0,0,,,,,,,0,,
9,Stephen Warnock,,eng ENG,DF,29-014,90,0,1,0,,,,0,0,,,,,,,0,,
10,James Collins,,wls WAL,DF,27-125,90,0,0,0,,,,0,0,,,,,,,0,,
11,Carlos Cuéllar,,es ESP,DF,29-125,90,0,0,0,,,,0,0,,,,,,,0,,
12,Eric Lichaj,,us USA,DF,22-039,90,0,0,0,,,,0,0,,,,,,,0,,
13,Brad Friedel,,us USA,GK,39-222,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,1,1,0,,,,3,0,,,,,,,0,,
