,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Jermain Defoe,,eng ENG,FW,28-080,26,0,0,0,,,,0,1,,,,,,,0,,
1,Rafael van der Vaart,,nl NED,MF,27-318,73,2,0,0,,,,0,0,,,,,,,0,,
2,Peter Crouch,,eng ENG,FW,29-330,17,0,0,0,,,,0,0,,,,,,,0,,
3,Gareth Bale,,wls WAL,"FW,MF",21-163,90,0,0,0,,,,0,0,,,,,,,0,,
4,Luka Modrić,,hr CRO,MF,25-108,89,0,0,0,,,,1,0,,,,,,,0,,
5,Vedran Ćorluka,,hr CRO,DF,24-324,1,0,0,0,,,,0,0,,,,,,,0,,
6,Wilson Palacios,,hn HON,MF,26-150,90,0,0,0,,,,0,0,,,,,,,0,,
7,Aaron Lennon,,eng ENG,"FW,MF",23-254,87,0,1,0,,,,0,0,,,,,,,0,,
8,Jermaine Jenas,,eng ENG,MF,27-311,3,0,0,0,,,,0,0,,,,,,,0,,
9,Benoît Assou-Ekotto,,cm CMR,DF,26-277,90,0,0,0,,,,0,0,,,,,,,0,,
10,Younès Kaboul,,fr FRA,DF,24-356,90,0,0,0,,,,0,0,,,,,,,0,,
11,Michael Dawson,,eng ENG,DF,27-038,90,0,0,0,,,,0,0,,,,,,,0,,
12,Alan Hutton,,sct SCO,DF,26-026,90,0,1,0,,,,1,0,,,,,,,0,,
13,Heurelho Gomes,,br BRA,GK,29-314,90,0,0,0,,,,1,0,,,,,,,0,,
14,14 Players,,,,,926,2,2,0,,,,3,1,,,,,,,0,,
