,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Romelu Lukaku,9.0,be BEL,FW,24-329,90,18,17,1,0,1,0,1,0,0,0,0,0,9,0,1
1,Alexis Sánchez,7.0,cl CHI,LW,29-109,81,23,18,4,3,2,0,7,0,1,1,0,0,13,1,3
2,Marcus Rashford,19.0,eng ENG,LW,20-158,9,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3,Jesse Lingard,14.0,eng ENG,RW,25-113,84,27,23,4,0,0,0,3,0,2,0,2,0,23,0,1
4,Scott McTominay,39.0,sct SCO,RW,21-120,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,Paul Pogba,6.0,fr FRA,"LM,CM",25-023,90,31,30,0,0,0,0,0,0,0,0,0,0,24,1,3
6,Nemanja Matić,31.0,rs SRB,CM,29-249,90,50,50,0,0,0,1,1,0,0,0,0,0,43,0,1
7,Ander Herrera,21.0,es ESP,"RM,CM",28-236,89,46,44,2,2,0,0,0,0,0,0,0,0,39,0,0
8,Victor Lindelöf,2.0,se SWE,CM,23-264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Ashley Young,18.0,eng ENG,LB,32-272,90,35,23,12,3,0,1,1,9,0,0,0,0,26,0,1
10,Chris Smalling,12.0,eng ENG,CB,28-136,90,21,20,1,1,0,0,0,0,0,0,0,0,18,0,0
11,Eric Bailly,3.0,ci CIV,CB,23-360,90,21,18,3,3,0,0,0,0,0,0,0,0,18,0,0
12,Antonio Valencia,25.0,ec ECU,RB,32-246,90,44,34,10,2,0,0,0,8,0,0,0,0,33,0,2
13,David de Gea,1.0,es ESP,GK,27-151,90,36,21,15,2,0,0,0,0,0,0,0,0,16,0,0
14,14 Players,,,,,990,354,299,53,16,3,2,13,17,4,1,2,0,264,2,12
