,num,joueur
0,,Jordon Mutch
1,,Gary Medel
2,,Kévin Théophile-Catherine
3,,Fraizer Campbell
4,,Fábio
5,,Don Cowie
6,,Peter Whittingham
7,,Mats Møller Dæhli
8,,Cala
9,,
10,,Joe Lewis
