,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2014-08-16,15:00 ,Premier League,Matchweek 1,Sat,Home,D,2,2,Sunderland,58,"25,468",,4-4-1-1,Niel Swarbrick,https://fbref.com/en/matches/d7504871/West-Bromwich-Albion-Sunderland-August-16-2014-Premier-League,
1,2014-08-23,15:00 ,Premier League,Matchweek 2,Sat,Away,D,0,0,Southampton,42,"27,598",,4-4-1-1,Roger East,https://fbref.com/en/matches/f9755fb7/Southampton-West-Bromwich-Albion-August-23-2014-Premier-League,
3,2014-08-30,15:00 ,Premier League,Matchweek 3,Sat,Away,L,0,3,Swansea City,44,"20,318",,4-4-1-1,Paul Tierney,https://fbref.com/en/matches/e520f35f/Swansea-City-West-Bromwich-Albion-August-30-2014-Premier-League,
4,2014-09-13,15:00 ,Premier League,Matchweek 4,Sat,Home,L,0,2,Everton,46,"23,567",,4-4-2,Anthony Taylor,https://fbref.com/en/matches/43572684/West-Bromwich-Albion-Everton-September-13-2014-Premier-League,
5,2014-09-21,13:30 ,Premier League,Matchweek 5,Sun,Away,W,1,0,Tottenham,38,"35,861",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/0d5ba6a7/Tottenham-Hotspur-West-Bromwich-Albion-September-21-2014-Premier-League,
7,2014-09-28,16:00 ,Premier League,Matchweek 6,Sun,Home,W,4,0,Burnley,63,"24,286",,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/442e668b/West-Bromwich-Albion-Burnley-September-28-2014-Premier-League,
8,2014-10-04,15:00 ,Premier League,Matchweek 7,Sat,Away,L,1,2,Liverpool,46,"44,708",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/5464902a/Liverpool-West-Bromwich-Albion-October-4-2014-Premier-League,
9,2014-10-20,20:00 ,Premier League,Matchweek 8,Mon,Home,D,2,2,Manchester Utd,37,"25,794",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/8714a904/West-Bromwich-Albion-Manchester-United-October-20-2014-Premier-League,
10,2014-10-25,15:00 ,Premier League,Matchweek 9,Sat,Home,D,2,2,Crystal Palace,69,"24,738",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/e06292e7/West-Bromwich-Albion-Crystal-Palace-October-25-2014-Premier-League,
12,2014-11-01,15:00 ,Premier League,Matchweek 10,Sat,Away,W,1,0,Leicester City,44,"31,819",,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/69bf0dc0/Leicester-City-West-Bromwich-Albion-November-1-2014-Premier-League,
13,2014-11-09,13:30 ,Premier League,Matchweek 11,Sun,Home,L,0,2,Newcastle Utd,58,"26,476",,4-4-2,Craig Pawson,https://fbref.com/en/matches/0ffca066/West-Bromwich-Albion-Newcastle-United-November-9-2014-Premier-League,
14,2014-11-22,15:00 ,Premier League,Matchweek 12,Sat,Away,L,0,2,Chelsea,26,"41,600",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/20a15bb9/Chelsea-West-Bromwich-Albion-November-22-2014-Premier-League,
15,2014-11-29,12:45 ,Premier League,Matchweek 13,Sat,Home,L,0,1,Arsenal,48,"24,228",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/19ef953c/West-Bromwich-Albion-Arsenal-November-29-2014-Premier-League,
16,2014-12-02,20:00 ,Premier League,Matchweek 14,Tue,Home,L,1,2,West Ham,58,"23,975",,4-2-3-1,Mark Jones,https://fbref.com/en/matches/1bd273f5/West-Bromwich-Albion-West-Ham-United-December-2-2014-Premier-League,
17,2014-12-06,15:00 ,Premier League,Matchweek 15,Sat,Away,D,0,0,Hull City,51,"23,279",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/6803238e/Hull-City-West-Bromwich-Albion-December-6-2014-Premier-League,
18,2014-12-13,15:00 ,Premier League,Matchweek 16,Sat,Home,W,1,0,Aston Villa,49,"24,684",,4-4-1-1,Mike Dean,https://fbref.com/en/matches/037458d9/West-Bromwich-Albion-Aston-Villa-December-13-2014-Premier-League,
19,2014-12-20,15:00 ,Premier League,Matchweek 17,Sat,Away,L,2,3,QPR,57,"17,560",,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/f7aed3a6/Queens-Park-Rangers-West-Bromwich-Albion-December-20-2014-Premier-League,
20,2014-12-26,15:00 ,Premier League,Matchweek 18,Fri,Home,L,1,3,Manchester City,48,"26,040",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/764a4ae0/West-Bromwich-Albion-Manchester-City-December-26-2014-Premier-League,
21,2014-12-28,15:00 ,Premier League,Matchweek 19,Sun,Away,L,0,2,Stoke City,49,"20,707",,4-2-3-1,Roger East,https://fbref.com/en/matches/83b020ef/Stoke-City-West-Bromwich-Albion-December-28-2014-Premier-League,
22,2015-01-01,15:00 ,Premier League,Matchweek 20,Thu,Away,D,1,1,West Ham,54,"34,914",,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/18320531/West-Ham-United-West-Bromwich-Albion-January-1-2015-Premier-League,
24,2015-01-10,15:00 ,Premier League,Matchweek 21,Sat,Home,W,1,0,Hull City,52,"24,818",,4-4-2,Niel Swarbrick,https://fbref.com/en/matches/203af942/West-Bromwich-Albion-Hull-City-January-10-2015-Premier-League,
25,2015-01-19,20:00 ,Premier League,Matchweek 22,Mon,Away,D,0,0,Everton,31,"34,739",,4-5-1,Michael Oliver,https://fbref.com/en/matches/fd3de37f/Everton-West-Bromwich-Albion-January-19-2015-Premier-League,
27,2015-01-31,15:00 ,Premier League,Matchweek 23,Sat,Home,L,0,3,Tottenham,37,"25,079",,4-4-2,Kevin Friend,https://fbref.com/en/matches/f8246fa4/West-Bromwich-Albion-Tottenham-Hotspur-January-31-2015-Premier-League,
28,2015-02-08,12:00 ,Premier League,Matchweek 24,Sun,Away,D,2,2,Burnley,44,"16,904",,4-3-3,Mike Dean,https://fbref.com/en/matches/98d0af54/Burnley-West-Bromwich-Albion-February-8-2015-Premier-League,
29,2015-02-11,20:00 ,Premier League,Matchweek 25,Wed,Home,W,2,0,Swansea City,36,"23,516",,4-2-3-1,Robert Madley,https://fbref.com/en/matches/d1a68304/West-Bromwich-Albion-Swansea-City-February-11-2015-Premier-League,
31,2015-02-21,15:00 ,Premier League,Matchweek 26,Sat,Away,D,0,0,Sunderland,38,"40,943",,4-4-2,Mike Jones,https://fbref.com/en/matches/6d16a577/Sunderland-West-Bromwich-Albion-February-21-2015-Premier-League,
32,2015-02-28,15:00 ,Premier League,Matchweek 27,Sat,Home,W,1,0,Southampton,36,"25,303",,4-4-2,Philip Dowd,https://fbref.com/en/matches/e75820ba/West-Bromwich-Albion-Southampton-February-28-2015-Premier-League,
33,2015-03-03,19:45 ,Premier League,Matchweek 28,Tue,Away,L,1,2,Aston Villa,42,"31,272",,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/147fe8f7/Aston-Villa-West-Bromwich-Albion-March-3-2015-Premier-League,
35,2015-03-14,15:00 ,Premier League,Matchweek 29,Sat,Home,W,1,0,Stoke City,43,"24,323",,4-4-2,Kevin Friend,https://fbref.com/en/matches/29901eb2/West-Bromwich-Albion-Stoke-City-March-14-2015-Premier-League,
36,2015-03-21,12:45 ,Premier League,Matchweek 30,Sat,Away,L,0,3,Manchester City,22,"45,018",,4-5-1,Niel Swarbrick,https://fbref.com/en/matches/bc974922/Manchester-City-West-Bromwich-Albion-March-21-2015-Premier-League,
37,2015-04-04,15:00 ,Premier League,Matchweek 31,Sat,Home,L,1,4,QPR,55,"25,735",,4-4-2,Lee Probert,https://fbref.com/en/matches/da1b8e25/West-Bromwich-Albion-Queens-Park-Rangers-April-4-2015-Premier-League,
38,2015-04-11,15:00 ,Premier League,Matchweek 32,Sat,Home,L,2,3,Leicester City,46,"26,768",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/b2cbfee5/West-Bromwich-Albion-Leicester-City-April-11-2015-Premier-League,
39,2015-04-18,15:00 ,Premier League,Matchweek 33,Sat,Away,W,2,0,Crystal Palace,32,"24,765",,4-4-2,Jonathan Moss,https://fbref.com/en/matches/b5a4ce75/Crystal-Palace-West-Bromwich-Albion-April-18-2015-Premier-League,
