,num,joueur
0,,Ashley Young
1,,Marc Albrighton
2,,Stewart Downing
3,,Stiliyan Petrov
4,,Luke Young
5,,Emile Heskey
6,,Nigel Reo-Coker
7,,Stephen Warnock
8,,Richard Dunne
9,,
10,,Brad Guzan
